,address,latitude,longitude,nbed,nbath,ncar,price,type,historical_dates,postcode,suburb,weekly_rent
12831,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$270,Available Now,2022-07-01,3018,ALTONA,270
12832,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$270_per_week,Available Now,2022-07-01,3018,ALTONA,270
12833,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$270_per_week,Available Now,2022-05-01,3018,ALTONA,270
12834,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$260_per_week,Available Now,2021-10-01,3018,ALTONA,260
12835,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$260,Available Now,2021-10-01,3018,ALTONA,260
12836,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$250_per_week,Available Now,2019-01-01,3018,ALTONA,250
12837,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$240_per_week,Available Now,2017-06-01,3018,ALTONA,240
12838,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$230_per_week,Available Now,2015-11-01,3018,ALTONA,230
12839,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$240_pw,Available Now,2015-11-01,3018,ALTONA,240
12840,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$240_per_week,Available Now,2015-07-01,3018,ALTONA,240
12841,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$240_per_week,Available Now,2015-06-01,3018,ALTONA,240
12842,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$240_per_week,Available Now,2015-01-01,3018,ALTONA,240
12843,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$230_per_week,Available Now,2014-10-01,3018,ALTONA,230
12844,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$230_per_week,Available Now,2014-09-01,3018,ALTONA,230
12845,"1/93 QUEEN STREET, ALTONA",-37.86967,144.833356,1,1,1,$230_per_week,Available Now,2014-07-01,3018,ALTONA,230
12846,"10 MANNING STREET, ALTONA",-37.872192,144.816057,3,1,1,$480,Available Now,2022-07-01,3018,ALTONA,480
12847,"10 MANNING STREET, ALTONA",-37.872192,144.816057,3,1,1,$480,Available Now,2022-07-01,3018,ALTONA,480
12848,"10 MANNING STREET, ALTONA",-37.872192,144.816057,3,1,1,$480_per_week,Available Now,2022-07-01,3018,ALTONA,480
12849,"10 MANNING STREET, ALTONA",-37.872192,144.816057,3,1,1,$480_per_week,Available Now,2022-05-01,3018,ALTONA,480
12850,"10 MANNING STREET, ALTONA",-37.872192,144.816057,3,1,1,$480_per_week,Available Now,2019-12-01,3018,ALTONA,480
12851,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$650,Available Now,2022-07-01,3018,ALTONA,650
12852,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$650,Available Now,2022-07-01,3018,ALTONA,650
12853,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$650_per_week,Available Now,2022-07-01,3018,ALTONA,650
12854,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$600_per_week,Available Now,2022-05-01,3018,ALTONA,600
12855,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$650_per_week,Available Now,2022-05-01,3018,ALTONA,650
12856,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$480_per_week,Available Now,2015-03-01,3018,ALTONA,480
12857,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$480_per_week,Available Now,2014-01-01,3018,ALTONA,480
12858,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$480_p.w.,Available Now,2014-01-01,3018,ALTONA,480
12859,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$450_Weekly,Available Now,2013-01-01,3018,ALTONA,450
12860,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$450_per_week,Available Now,2012-07-01,3018,ALTONA,450
12861,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$450,Available Now,2011-03-01,3018,ALTONA,450
12862,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$460_p.w.,Available Now,2009-12-01,3018,ALTONA,460
12863,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$460,Available Now,2009-12-01,3018,ALTONA,460
12865,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$460,Available Now,2008-06-01,3018,ALTONA,460
12866,"47 ROSE STREET, ALTONA",-37.866475,144.819283,5,2,2,$400_pw,Available Now,2008-06-01,3018,ALTONA,400
12867,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$275,Available Now,2022-07-01,3018,ALTONA,275
12868,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$275,Available Now,2022-07-01,3018,ALTONA,275
12869,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$275,Available Now,2022-05-01,3018,ALTONA,275
12870,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$280_pw,Available Now,2021-01-01,3018,ALTONA,280
12871,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$280,Available Now,2021-01-01,3018,ALTONA,280
12872,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$280_p.w.,Available Now,2021-01-01,3018,ALTONA,280
12873,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$270_pw,Available Now,2017-03-01,3018,ALTONA,270
12874,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$270_per_week,Available Now,2017-03-01,3018,ALTONA,270
12875,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$270_per_week,Available Now,2015-11-01,3018,ALTONA,270
12876,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$270_pw,Available Now,2015-11-01,3018,ALTONA,270
12877,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$250_pw,Available Now,2013-08-01,3018,ALTONA,250
12878,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$250_per_week,Available Now,2013-08-01,3018,ALTONA,250
12879,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$250_p.w.,Available Now,2013-08-01,3018,ALTONA,250
12880,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$255_pw,Available Now,2012-08-01,3018,ALTONA,255
12881,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$255_per_week,Available Now,2012-08-01,3018,ALTONA,255
12882,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$255,Available Now,2012-07-01,3018,ALTONA,255
12883,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$265_per_week,Available Now,2012-05-01,3018,ALTONA,265
12884,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$265_pw,Available Now,2012-05-01,3018,ALTONA,265
12885,"5/9 HANCOCK STREET, ALTONA",-37.864991,144.822137,2,1,1,$275_per_week,Available Now,2012-05-01,3018,ALTONA,275
12886,"7 CURLEW AVENUE, ALTONA",-37.86909,144.810613,4,3,2,$850,Available Now,2022-07-01,3018,ALTONA,850
12887,"7 CURLEW AVENUE, ALTONA",-37.86909,144.810613,4,3,2,$850,Available Now,2022-07-01,3018,ALTONA,850
12888,"7 CURLEW AVENUE, ALTONA",-37.86909,144.810613,4,3,2,$850_per_week,Available Now,2022-07-01,3018,ALTONA,850
12889,"7 CURLEW AVENUE, ALTONA",-37.86909,144.810613,4,3,2,$850_per_week,Available Now,2022-04-01,3018,ALTONA,850
12890,"7 CURLEW AVENUE, ALTONA",-37.86909,144.810613,4,3,2,$340_per_week,Available Now,2019-10-01,3018,ALTONA,340
12891,"173 QUEEN STREET, ALTONA",-37.869653,144.82493,3,1,4,$530,Available Now,2022-07-01,3018,ALTONA,530
12892,"173 QUEEN STREET, ALTONA",-37.869653,144.82493,3,1,4,$530,Available Now,2022-07-01,3018,ALTONA,530
12893,"173 QUEEN STREET, ALTONA",-37.869653,144.82493,3,1,4,$530_per_week,Available Now,2022-07-01,3018,ALTONA,530
12894,"173 QUEEN STREET, ALTONA",-37.869653,144.82493,3,1,4,$530_per_week,Available Now,2022-05-01,3018,ALTONA,530
12895,"173 QUEEN STREET, ALTONA",-37.869653,144.82493,3,1,4,$500_per_week,Available Now,2017-12-01,3018,ALTONA,500
12896,"173 QUEEN STREET, ALTONA",-37.869653,144.82493,3,1,4,$480_per_week,Available Now,2016-12-01,3018,ALTONA,480
12897,"6/34-36 UPTON STREET, ALTONA",-37.866289,144.824117,2,1,1,$385_per_week,none,2022-07-01,3018,ALTONA,385
12898,"6/34-36 UPTON STREET, ALTONA",-37.866289,144.824117,2,1,1,$385_per_week,none,2022-07-01,3018,ALTONA,385
12899,"6/34-36 UPTON STREET, ALTONA",-37.866289,144.824117,2,1,1,$385_per_week,none,2021-06-01,3018,ALTONA,385
12900,"6/34-36 UPTON STREET, ALTONA",-37.866289,144.824117,2,1,1,$385,none,2021-06-01,3018,ALTONA,385
12901,"6/34-36 UPTON STREET, ALTONA",-37.866289,144.824117,2,1,1,$360_per_week,none,2016-01-01,3018,ALTONA,360
12902,"6/34-36 UPTON STREET, ALTONA",-37.866289,144.824117,2,1,1,$360_per_week,none,2015-12-01,3018,ALTONA,360
12903,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$450_pw,House,2022-07-01,3018,ALTONA,450
12904,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$450_pw,House,2022-07-01,3018,ALTONA,450
12905,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$430_pw,House,2020-03-01,3018,ALTONA,430
12906,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$430,House,2020-03-01,3018,ALTONA,430
12907,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$430_p.w.,House,2020-03-01,3018,ALTONA,430
12908,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$430_-_$430,House,2020-03-01,3018,ALTONA,430
12909,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$430,House,2020-02-01,3018,ALTONA,430
12910,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$420_pw,House,2018-05-01,3018,ALTONA,420
12911,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$420,House,2018-05-01,3018,ALTONA,420
12913,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$400,House,2017-05-01,3018,ALTONA,400
12914,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$420_per_week,House,2017-04-01,3018,ALTONA,420
12915,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$400_per_week,House,2017-04-01,3018,ALTONA,400
12916,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$400_per_week,House,2016-03-01,3018,ALTONA,400
12917,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$400_per_week,House,2016-02-01,3018,ALTONA,400
12918,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$380_per_week,House,2014-10-01,3018,ALTONA,380
12919,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$360_per_week,House,2013-05-01,3018,ALTONA,360
12920,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$350_pw,House,2012-06-01,3018,ALTONA,350
12921,"22 MAIDSTONE STREET, ALTONA",-37.871977,144.813055,3,1,1,$350_per_week,House,2012-05-01,3018,ALTONA,350
12922,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$400_per_week,none,2022-07-01,3018,ALTONA,400
12923,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$400_per_week,none,2022-07-01,3018,ALTONA,400
12924,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$400,none,2022-07-01,3018,ALTONA,400
12925,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$405_pw,none,2019-01-01,3018,ALTONA,405
12926,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$405,none,2019-01-01,3018,ALTONA,405
12927,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$405,none,2018-09-01,3018,ALTONA,405
12928,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$420,none,2018-08-01,3018,ALTONA,420
12929,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$420_pw,none,2017-08-01,3018,ALTONA,420
12930,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$420,none,2017-08-01,3018,ALTONA,420
12931,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$420_per_week,none,2017-08-01,3018,ALTONA,420
12932,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$420_p.w.,none,2017-08-01,3018,ALTONA,420
12933,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$330_pw,none,2014-06-01,3018,ALTONA,330
12934,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$330,none,2014-05-01,3018,ALTONA,330
12935,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$330_p.w.,none,2014-05-01,3018,ALTONA,330
12936,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$330_pw,none,2014-05-01,3018,ALTONA,330
12937,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$330_pw,none,2011-02-01,3018,ALTONA,330
12938,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$330,none,2011-02-01,3018,ALTONA,330
12939,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$330_p.w.,none,2011-02-01,3018,ALTONA,330
12940,"6 BELMAR AVENUE, ALTONA",-37.859975,144.818501,3,1,2,$330_per_week,none,2011-02-01,3018,ALTONA,330
12941,"211/112 PIER STREET, ALTONA",-37.86589001,144.83121001,2,1,1,$380_per_week,Unit/apmt,2022-07-01,3018,ALTONA,380
12942,"211/112 PIER STREET, ALTONA",-37.86589001,144.83121001,2,1,1,$380_per_week,Unit/apmt,2022-07-01,3018,ALTONA,380
12943,"211/112 PIER STREET, ALTONA",-37.86589001,144.83121001,2,1,1,$380,Unit/apmt,2022-07-01,3018,ALTONA,380
12944,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$455_per_week,none,2022-07-01,3018,ALTONA,455
12945,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$455_per_week,none,2022-07-01,3018,ALTONA,455
12946,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$455,none,2022-07-01,3018,ALTONA,455
12947,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$455_per_week,none,2021-03-01,3018,ALTONA,455
12948,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$455,none,2021-03-01,3018,ALTONA,455
12949,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$455_per_week,none,2021-02-01,3018,ALTONA,455
12950,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$455_per_week,none,2019-06-01,3018,ALTONA,455
12951,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$465_per_week,none,2019-06-01,3018,ALTONA,465
12952,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$465,none,2019-06-01,3018,ALTONA,465
12953,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$440_per_week,none,2017-07-01,3018,ALTONA,440
12954,"1/157 QUEEN STREET, ALTONA",-37.869053,144.826626,3,1,3,$380_p.w.,none,2010-07-01,3018,ALTONA,380
12955,"28 COBHAM STREET, ALTONA",-37.8714298,144.8055263,3,1,1,$500,Available Now,2022-07-01,3018,ALTONA,500
12956,"28 COBHAM STREET, ALTONA",-37.8714298,144.8055263,3,1,1,$500,Available Now,2022-07-01,3018,ALTONA,500
12957,"28 COBHAM STREET, ALTONA",-37.8714298,144.8055263,3,1,1,$470,Available Now,2021-02-01,3018,ALTONA,470
12958,"28 COBHAM STREET, ALTONA",-37.8714298,144.8055263,3,1,1,$470_per_week,Available Now,2021-01-01,3018,ALTONA,470
12959,"28 COBHAM STREET, ALTONA",-37.8714298,144.8055263,3,1,1,$480,Available Now,2021-01-01,3018,ALTONA,480
12960,"28 COBHAM STREET, ALTONA",-37.8714298,144.8055263,3,1,1,$470,Available Now,2020-01-01,3018,ALTONA,470
12961,"28 COBHAM STREET, ALTONA",-37.8714298,144.8055263,3,1,1,$470_per_week,Available Now,2020-01-01,3018,ALTONA,470
12962,"35 MCINTYRE DRIVE, ALTONA",-37.859403,144.824482,3,1,2,$430_per_week,House,2022-06-01,3018,ALTONA,430
12963,"35 MCINTYRE DRIVE, ALTONA",-37.859403,144.824482,3,1,2,$430_per_week,House,2022-06-01,3018,ALTONA,430
12964,"35 MCINTYRE DRIVE, ALTONA",-37.859403,144.824482,3,1,2,$430,House,2022-06-01,3018,ALTONA,430
12965,"35 MCINTYRE DRIVE, ALTONA",-37.859403,144.824482,3,1,2,$400_Weekly,House,2018-08-01,3018,ALTONA,400
12966,"35 MCINTYRE DRIVE, ALTONA",-37.859403,144.824482,3,1,2,$400,House,2018-08-01,3018,ALTONA,400
12967,"35 MCINTYRE DRIVE, ALTONA",-37.859403,144.824482,3,1,2,$380_per_week,House,2014-03-01,3018,ALTONA,380
12968,"35 MCINTYRE DRIVE, ALTONA",-37.859403,144.824482,3,1,2,$380_per_week,House,2014-02-01,3018,ALTONA,380
12969,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$365_per_week,none,2022-06-01,3018,ALTONA,365
12970,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$365_per_week,none,2022-06-01,3018,ALTONA,365
12971,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$365,none,2022-06-01,3018,ALTONA,365
12972,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$320_per_week,none,2015-05-01,3018,ALTONA,320
12973,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$300_per_week,none,2013-05-01,3018,ALTONA,300
12974,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$290_per_week,none,2011-09-01,3018,ALTONA,290
12975,"4/163 QUEEN STREET, ALTONA",-37.86948776,144.82568359,2,1,1,$240,none,2006-11-01,3018,ALTONA,240
12976,"1/11 CAMBRIDGE STREET, ALTONA",-37.863613,144.844909,2,1,1,$370_per_week,Unit,2022-06-01,3018,ALTONA,370
12977,"1/11 CAMBRIDGE STREET, ALTONA",-37.863613,144.844909,2,1,1,$370_per_week,Unit,2022-06-01,3018,ALTONA,370
12978,"1/11 CAMBRIDGE STREET, ALTONA",-37.863613,144.844909,2,1,1,$370_per_week,Unit,2018-10-01,3018,ALTONA,370
12979,"1/11 CAMBRIDGE STREET, ALTONA",-37.863613,144.844909,2,1,1,$370,Unit,2018-09-01,3018,ALTONA,370
12980,"1/11 CAMBRIDGE STREET, ALTONA",-37.863613,144.844909,2,1,1,$360_per_week,Unit,2017-09-01,3018,ALTONA,360
12981,"1/11 CAMBRIDGE STREET, ALTONA",-37.863613,144.844909,2,1,1,$370_per_week,Unit,2017-08-01,3018,ALTONA,370
12983,"1/11 CAMBRIDGE STREET, ALTONA",-37.863613,144.844909,2,1,1,$280_Weekly,Unit,2009-12-01,3018,ALTONA,280
12984,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$430_per_week,House,2022-06-01,3018,ALTONA,430
12985,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$430_per_week,House,2022-06-01,3018,ALTONA,430
12986,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$430_per_week,House,2020-07-01,3018,ALTONA,430
12987,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$430_per_week,House,2020-06-01,3018,ALTONA,430
12988,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$430_per_week,House,2018-10-01,3018,ALTONA,430
12989,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$430,House,2018-10-01,3018,ALTONA,430
12990,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$420_per_week,House,2015-02-01,3018,ALTONA,420
12991,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$390,House,2014-03-01,3018,ALTONA,390
12992,"14 HAMMOND STREET, ALTONA",-37.859124,144.820793,3,1,2,$390_per_week,House,2013-11-01,3018,ALTONA,390
12993,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450_per_week,House,2022-06-01,3018,ALTONA,450
12994,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450_per_week,House,2022-06-01,3018,ALTONA,450
12995,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450_per_week,House,2020-11-01,3018,ALTONA,450
12996,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450_pw,House,2020-11-01,3018,ALTONA,450
12997,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450_per_week,House,2020-08-01,3018,ALTONA,450
12998,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$430_per_week,House,2018-11-01,3018,ALTONA,430
12999,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450,House,2018-11-01,3018,ALTONA,450
13000,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450_per_week,House,2018-10-01,3018,ALTONA,450
13001,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450_per_week,House,2017-11-01,3018,ALTONA,450
13002,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$450_per_week,House,2015-10-01,3018,ALTONA,450
13003,"35 CURLEW AVENUE, ALTONA",-37.866962,144.810786,3,1,2,$480_per_week,House,2015-10-01,3018,ALTONA,480
13004,"4/41 GRIEVE PARADE, ALTONA",-37.868771,144.817277,2,1,1,$440_per_week,Townhouse,2022-06-01,3018,ALTONA,440
13005,"4/41 GRIEVE PARADE, ALTONA",-37.868771,144.817277,2,1,1,$440_per_week,Townhouse,2022-06-01,3018,ALTONA,440
13006,"4/41 GRIEVE PARADE, ALTONA",-37.868771,144.817277,2,1,1,$440_per_week,Townhouse,2019-06-01,3018,ALTONA,440
13007,"4/41 GRIEVE PARADE, ALTONA",-37.868771,144.817277,2,1,1,$440_per_week,Townhouse,2019-05-01,3018,ALTONA,440
13008,"4/41 GRIEVE PARADE, ALTONA",-37.868771,144.817277,2,1,1,$415_per_week,Townhouse,2017-03-01,3018,ALTONA,415
13009,"4/41 GRIEVE PARADE, ALTONA",-37.868771,144.817277,2,1,1,$380_per_week,Townhouse,2016-03-01,3018,ALTONA,380
13010,"4/41 GRIEVE PARADE, ALTONA",-37.868771,144.817277,2,1,1,$380_Weekly,Townhouse,2012-11-01,3018,ALTONA,380
13013,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$530_per_week,Townhouse,2022-06-01,3018,ALTONA,530
13014,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$530_per_week,Townhouse,2022-06-01,3018,ALTONA,530
13015,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$550_per_week,Townhouse,2021-03-01,3018,ALTONA,550
13016,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$550,Townhouse,2021-03-01,3018,ALTONA,550
13017,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$550_per_week,Townhouse,2020-01-01,3018,ALTONA,550
13018,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$550,Townhouse,2020-01-01,3018,ALTONA,550
13019,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$530_per_week,Townhouse,2018-10-01,3018,ALTONA,530
13020,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$530,Townhouse,2018-10-01,3018,ALTONA,530
13021,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$520_per_week,Townhouse,2017-11-01,3018,ALTONA,520
13022,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$550_per_week,Townhouse,2017-11-01,3018,ALTONA,550
13023,"16A CHARLES ROAD, ALTONA",-37.8541785,144.8185709,4,2,1,$550_per_week,Townhouse,2017-10-01,3018,ALTONA,550
13026,"56 HAMMOND STREET, ALTONA",-37.855384,144.821315,3,1,3,$400_per_week,House,2022-06-01,3018,ALTONA,400
13027,"56 HAMMOND STREET, ALTONA",-37.855384,144.821315,3,1,3,$400_per_week,House,2022-06-01,3018,ALTONA,400
13028,"56 HAMMOND STREET, ALTONA",-37.855384,144.821315,3,1,3,$400_per_week,House,2019-05-01,3018,ALTONA,400
13029,"56 HAMMOND STREET, ALTONA",-37.855384,144.821315,3,1,3,$400,House,2019-05-01,3018,ALTONA,400
13030,"56 HAMMOND STREET, ALTONA",-37.855384,144.821315,3,1,3,$400_per_week,House,2018-11-01,3018,ALTONA,400
13031,"56 HAMMOND STREET, ALTONA",-37.855384,144.821315,3,1,3,$400,House,2018-11-01,3018,ALTONA,400
13032,"56 HAMMOND STREET, ALTONA",-37.855384,144.821315,3,1,3,$400_per_week,House,2018-10-01,3018,ALTONA,400
13033,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$350_per_week,Unit,2022-06-01,3018,ALTONA,350
13034,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$350_per_week,Unit,2022-06-01,3018,ALTONA,350
13035,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$370_per_week,Unit,2020-11-01,3018,ALTONA,370
13036,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$370_per_week,Unit,2020-10-01,3018,ALTONA,370
13037,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$370,Unit,2020-10-01,3018,ALTONA,370
13038,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$350_per_week,Unit,2018-11-01,3018,ALTONA,350
13039,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$350,Unit,2018-11-01,3018,ALTONA,350
13040,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$350_per_week,Unit,2018-10-01,3018,ALTONA,350
13041,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$220_per_week,Unit,2007-04-01,3018,ALTONA,220
13042,"2/15 UPTON STREET, ALTONA",-37.86948,144.823795,2,1,1,$220,Unit,2007-04-01,3018,ALTONA,220
13043,"21A RAYNER STREET, ALTONA",-37.868074,144.820453,3,2,2,$650_per_week,Townhouse,2022-06-01,3018,ALTONA,650
