,park,longitude,latitude,postcode,suburb
637,WARRIGAL PARK,145.077689994758,-37.9598799911742,3202,HEATHERTON
638,AUGUSTA SQUARE,145.08006999647,-37.9587199913308,3202,HEATHERTON
639,LORNAS TRIANGLE BUSHLAND RESERVE,145.170139990311,-38.3501299979558,3918,BITTERN
640,LUNA PARK,144.977639974215,-37.8681799937416,3182,ST KILDA
641,LYNDEN PARK,145.084900010238,-37.8437299859515,3124,CAMBERWELL
642,SADDLE RIDGE PARK,145.302369992555,-37.6803999960051,3775,CHRISTMAS HILLS
643,ST ALBANS PARK,144.38125996358,-38.1770699965682,3219,THOMSON
644,OLINDA FALLS RESERVE,145.372920004575,-37.8317899968774,3788,OLINDA
645,OLYMPIC PARK,144.981289979317,-37.8246499967217,3004,MELBOURNE
646,OSWIN ROBERTS KOALA RESERVE,145.266809987498,-38.4720699994121,3923,RHYLL
647,ANDERS PARK,144.877089992498,-37.8054300014949,3012,WEST FOOTSCRAY
648,YAMMERBOOK NATURE RESERVE,145.108619976757,-38.0198799956755,3195,ASPENDALE
649,KORUMBURRA BOTANIC PARK,145.833619971221,-38.4268800002527,3950,KORUMBURRA
650,KEITH MILLAR OVAL,144.835559966746,-37.795819999615,3020,SUNSHINE
651,EVANS STREET WILDFLOWER GRASSLAND,144.724679982505,-37.5849199988102,3429,SUNBURY
652,BERT CHRISTENSEN RESERVE,146.479019970758,-38.1485099978052,3844,TYERS
653,Baillie Reserve,146.479949976328,-38.1507499978885,3844,TYERS
654,HARBOUR TOWN PARK,145.142099978867,-38.0564199942119,3197,PATTERSON LAKES
655,ROTARY CENTENARY PARK,145.722509980276,-38.6391399995832,3996,INVERLOCH
656,EDMONSTON PARK,143.724109990967,-37.429259998502,3352,LEARMONTH
657,WOODLANDS PARK,146.046240007412,-36.003460007283,3730,YARRAWONGA
658,PENNYDALE PARK,145.046589994003,-37.9615399890459,3192,CHELTENHAM
659,ICE WORKS RESERVE,145.006889990234,-37.9130199910219,3186,BRIGHTON
660,OLD DAIRY RESERVE,145.009049991087,-37.9109199911569,3187,BRIGHTON EAST
661,SUE KIRKPATRICK PARK,145.046319994708,-37.973779990103,3193,BEAUMARIS
662,CUDGEWA RECREATION GROUND,147.787370059736,-36.1742899851579,3705,CUDGEWA
663,CUMBERLAND SCENIC RESERVE,145.873479873714,-37.5620700007555,3779,CAMBARVILLE
664,CYRIL CLEMENTS RESERVE,144.77890997675,-37.7383400034229,3021,KINGS PARK
665,TAWONGA PIONEER MEMORIAL PARK,147.141109996893,-36.6880199737846,3697,TAWONGA
666,G R GILPIN RESERVE,144.951809969533,-37.7684600013578,3056,BRUNSWICK
667,GUM TREE PARK,145.07804999582,-37.9587499911919,3202,HEATHERTON
668,FROGS HOLLOW WETLAND,144.895809986066,-37.7793500006069,3032,MARIBYRNONG
669,ASH RESERVE,144.853749974176,-37.7810900007582,3019,BRAYBROOK
670,BEATON RESERVE,144.886109990644,-37.8173400001822,3013,YARRAVILLE
671,Bonnie View Reserve,145.29028998455,-37.7717299987316,3136,CROYDON NORTH
672,Viviani Reserve,145.24261998529,-37.8307099957806,3135,HEATHMONT
673,WJ Crowe Pavilion,145.226649988863,-37.9952099976903,3175,DANDENONG
674,Norman Castle Reserve,142.780560017086,-37.0613799703929,3380,STAWELL
675,BROWNS RESERVE,145.704449995066,-38.5825000029473,3995,WATTLE BANK
676,MOODIE STREET RESERVE,145.096949970285,-37.7144300019785,3088,GREENSBOROUGH
677,DERRINALLUM RECREATION RESERVE,143.227930013161,-37.9493599918253,3325,DERRINALLUM
678,QUEENS PARK,143.149179972707,-38.2296599917199,3260,CAMPERDOWN
679,M B LYNCH GARDENS,144.833479970827,-37.779850000375,3020,SUNSHINE
680,NOEL GOULD RESERVE,145.338199977105,-38.006789997533,3806,HARKAWAY
681,NOORAMUNGA FAUNAL RESERVE,146.702370031412,-38.6934600099188,3971,PORT ALBERT
682,ANDREWS PARK,146.413479975718,-38.3031800008854,3842,CHURCHILL
683,T W ANDREWS PARK,145.01801998981,-37.7155600015604,3073,RESERVOIR
684,ANNIE GREENAWAY RESERVE,146.464870056533,-38.5206800010487,3971,HIAWATHA
685,ANDERSON RESERVE,145.82097996911,-38.4384599974149,3950,KORUMBURRA
686,W L FLOYD RESERVE,144.863399974074,-37.8406299997825,3025,ALTONA NORTH
687,JEREMAL FAUNAL RESERVE,147.905980344578,-36.0359599167389,3708,TINTALDRA
688,JOAN PHILLIPS RESERVE,145.278159984047,-37.9666599940958,3802,ENDEAVOUR HILLS
689,JOHN CAIN MEMORIAL PARK,145.024369986444,-37.7639900012968,3071,THORNBURY
690,N G W ANDERSON PARK,144.97236998312,-37.7670700037543,3057,BRUNSWICK EAST
691,KOOLUNGA RESERVE,145.294589972968,-37.8695699966391,3156,FERNTREE GULLY
692,CHURCHILL RESERVE,144.814619971112,-37.7332100038074,3021,ST ALBANS
693,CLARRIE ARDERN RESERVE,146.727369978833,-36.5512399883151,3737,MYRTLEFORD
694,CLIFFORD PARK SCOUT CENTRE,145.280139992558,-37.7151299986722,3115,WONGA PARK
695,FERRERO RESERVE,145.023479977576,-38.2659599983326,3934,MOUNT MARTHA
696,MEMORIAL PARK,145.202369974079,-37.9773499968952,3175,DANDENONG
697,Peninsula Kingswood Country Golf Club,145.152919988876,-38.1295699964105,3199,FRANKSTON
698,TELOPEA RESERVE,145.163479974193,-38.1190099960758,3200,FRANKSTON NORTH
699,TEMPLE RIDGE,145.193200002736,-37.6498500012262,3099,HURSTBRIDGE
700,TEMPLESTOWE RESERVE,145.13735998393,-37.7543499920141,3106,TEMPLESTOWE
701,CHANDLER RESERVE,145.462919962518,-37.925129995776,3782,EMERALD
702,ERNEST LLOYD RESERVE,145.646950003946,-37.8155400051195,3797,GLADYSDALE
703,J J  KINGSTON WILDFLOWER SANCTUARY,142.797370025256,-37.0501299713208,3380,STAWELL
704,A H BARRETT RESERVE,143.078909969823,-38.3260099910324,3266,COBDEN
705,M. V. MCKAY MEMORIAL GARDENS,144.828059965334,-37.7838799990324,3020,SUNSHINE
706,SWALLOW RESERVE,145.127609983155,-37.9679999966652,3172,DINGLEY VILLAGE
707,WARRENSBROOK FAIRE,144.667639980348,-37.6884599976179,3335,BONNIE BROOK
708,KIRSTY LOTTKOWITZ RESERVE,145.327639981211,-38.0223499988914,3806,BERWICK
709,IAN J MCWILLIAMS PARK,144.885139986831,-37.7523500017133,3040,ESSENDON WEST
710,NORTHCOTE PARK,145.004029968911,-37.7828999970198,3070,NORTHCOTE
711,ALBERT PARK PLAYING FIELDS,144.966809963365,-37.8473499958719,3206,ALBERT PARK
712,ALBERT RESERVE,145.059869992896,-37.7676299997573,3084,EAGLEMONT
713,ALFRED NICHOLAS GARDENS,145.359310017235,-37.8740100001868,3789,SHERBROOKE
714,ALISTAIR KNOX PARK,145.143899983619,-37.7194699992489,3095,ELTHAM
715,ALTONA SPORTS PARK,144.85263999351,-37.8631800001911,3018,ALTONA
716,AMINYA RESERVE,145.078329969703,-37.712610000685,3087,WATSONIA
717,AMSTEL GOLF CLUB,145.255979982619,-38.1131799984568,3977,CRANBOURNE
718,DRUMMIES BRIDGE RESERVE,145.190959988321,-37.8754599934735,3150,GLEN WAVERLEY
719,D N DUANE RESERVE,144.842639970572,-37.8231400002645,3012,BROOKLYN
720,BOWDEN RESERVE,144.978819987576,-37.7433500030482,3058,COBURG
721,EWART PARK,145.59791997267,-37.8842899870636,3139,HODDLES CREEK
722,FAIRPARK RESERVE,145.26291997853,-37.8690099954299,3156,FERNTREE GULLY
723,FAIRY DELL SCENIC RESERVE,147.777090010852,-37.6892899941025,3875,FAIRY DELL
724,FALLS CREEK PICNIC AREA,145.567639921644,-37.4226300230321,3717,MURRINDINDI
725,BURKE STREET PARK,145.928199975952,-38.1653999984636,3820,WARRAGUL
726,R K RICHARDS RESERVE,144.781609987752,-37.8829299945007,3028,ALTONA MEADOWS
727,LAKESIDE RESERVE,145.240649977387,-37.9143099961622,3178,ROWVILLE
728,GORDON BARNARD RESERVE,145.086049975686,-37.8012499907671,3104,BALWYN NORTH
729,LANCASTER RECREATION RESERVE,145.133759999179,-36.3050900135928,3620,LANCASTER
730,SEAVIEW RESERVE,144.295269988443,-38.3411900799108,3228,JAN JUC
731,RUDDUCK RESERVE,145.222369980605,-37.9862399963377,3175,DANDENONG
732,TAVARE PARK,147.065190010407,-36.8896299652355,3741,HARRIETVILLE
733,GLENFERN PARK,145.285839980178,-37.8903899981584,3156,FERNTREE GULLY
734,GLOUCESTER RESERVE,144.886449987107,-37.8679700005189,3016,WILLIAMSTOWN
735,GODFREY BALDWIN PARK,147.090140028431,-38.1001299858201,3850,SALE
736,BRIMBANK PARK,144.840549974377,-37.7261700045215,3033,KEILOR EAST
737,BRUNSWICK PARK,144.999589995735,-37.7640100025983,3071,THORNBURY
738,DEVILBEND GOLF COURSE,145.109309984934,-38.2703999982643,3933,MOOROODUC
739,DEVON NORTH RECREATION RESERVE,146.649490012061,-38.5195600098662,3971,DEVON NORTH
740,GRANT RESERVE,144.829869985504,-37.8628999976444,3018,ALTONA
741,GRASS TREE RESERVE,145.812920000252,-38.0165100032335,3816,LABERTOUCHE
742,J T GRAY RESERVE,144.865030001061,-37.8566400009923,3016,WILLIAMSTOWN
743,HAWKER STREET RESERVE,145.037369956824,-37.7581800001529,3079,IVANHOE
744,HEALESVILLE SPORTING COMPLEX,145.539589951952,-37.6690099955912,3777,HEALESVILLE
745,BALLAM PARK,145.16052996523,-38.1503999950649,3199,FRANKSTON
746,MONT ALBERT PARK,145.100729956039,-37.8113099888408,3103,BALWYN
747,MONTFORT PARK,144.960979984214,-37.7659600019688,3056,BRUNSWICK
748,MONTMORENCY PARK,145.112629986301,-37.7169400000748,3094,MONTMORENCY
749,POUND BEND RESERVE,145.202369977733,-37.7356800023963,3113,WARRANDYTE
750,WORLAND PARK,145.159309967029,-38.1451299949481,3199,FRANKSTON
751,WRIGHTS RESERVE,145.482089965655,-37.9298499971556,3781,COCKATOO
752,WUCHATSCH RESERVE,145.645810026506,-38.3043599980629,3987,NYORA
753,WULGULMERANG RECREATION GROUND,148.259309982905,-37.0670699820705,3885,WULGULMERANG EAST
754,WYATTS RESERVE,148.189870038813,-37.4403999917985,3885,BUCHAN
755,WYETH MCNAMARA PARK,145.728200002664,-38.6356799989689,3996,INVERLOCH
756,WYLIE RESERVE,144.944079968544,-37.7714999998488,3055,BRUNSWICK WEST
757,TAYLOR PARK,144.324819993493,-38.3289000757773,3228,TORQUAY
758,TED JEFFS RESERVE,146.890700007315,-38.6101299996936,3874,MCLOUGHLINS BEACH
759,BERBERT PARK,144.886709989017,-37.794420000081,3011,FOOTSCRAY
760,FRANKLIN CHAPLIN RESERVE,143.875419970058,-36.8354000014017,3463,LAANECOORIE
761,BRAZENER PARK,143.932090012696,-37.5526299975094,3352,GONG GONG
762,BREE PARK,142.028640056952,-37.7377900121029,3300,HAMILTON
763,BRIDGEWATER RECREATION RESERVE,143.945489998971,-36.6059000004333,3516,BRIDGEWATER ON LODDON
764,BRIM GOLF COURSE,142.419310073609,-36.0731800420328,3391,BRIM
765,STRINGER ROAD RESERVE,144.764389988923,-38.3617599952777,3942,BLAIRGOWRIE
766,STUDIO PARK,145.179159969387,-38.1465399963306,3910,LANGWARRIN
767,STUDLEY PARK,145.012340012121,-37.8044799957231,3101,KEW
768,STRATHBOGIE RECREATION RESERVE,145.739689980214,-36.8498499966447,3666,STRATHBOGIE
769,WELSHPOOL RECREATION RESERVE,146.441529978737,-38.6690100072203,3966,WELSHPOOL
770,Werribee Gorge National Park,144.343759973394,-37.6603299919159,3342,INGLISTON
771,WATTLES PARK,145.527549944411,-37.6476599966068,3777,HEALESVILLE
772,JAMES PARK,144.125070006966,-35.6318298867557,3580,KOONDROOK
773,KOONDROOK ENVIRONMENTAL RESERVE,144.125179997781,-35.633549907774,3580,KOONDROOK
774,RATS OF TOBRUK RESERVE,144.952269960344,-37.8431999958526,3206,ALBERT PARK
775,DELAHEY EMERALD PARK,144.765559980873,-37.721440003416,3037,DELAHEY
776,WIELAND RESERVE,145.240329985126,-37.8267399965969,3135,HEATHMONT
777,WILLEY LANGDON RESERVE,144.677249970876,-38.1165599959059,3223,PORTARLINGTON
778,DUNNSTOWN RECREATION RESERVE,143.959779966387,-37.5873699975012,3352,DUNNSTOWN
779,COFFEE PALACE PARK,142.777660024936,-37.057539971197,3380,STAWELL
780,GRAMPIANS GOLF COURSE,142.323480022405,-37.6031800030437,3294,DUNKELD
781,FRAMLINGHAM ABORIGINAL SETTLEMENT,142.648199997172,-38.3020699881628,3265,FRAMLINGHAM
782,EDDIE BARRON RESERVE,145.345699972046,-38.04928999832,3806,BERWICK
783,ELMHURST PARK,144.886869963792,-37.6942900014704,3043,GLADSTONE PARK
784,BRONZEWING PICNIC AREA,141.475980043603,-37.9315100068251,3303,HOTSPUR
785,BUANGOR COMMON,143.207649988756,-37.3178999857019,3375,BUANGOR
786,BUANGOR COMMON PICNIC AREA,143.191529983193,-37.3109599866744,3375,BAYINDEEN
787,BUNINYONG PUBLIC GARDENS,143.887089994324,-37.653179997251,3357,BUNINYONG
788,BUNINYONG RECREATION RESERVE,143.891109997029,-37.6491999964834,3357,BUNINYONG
789,YALCA RECREATION RESERVE,145.233689992633,-35.9272600470608,3637,YALCA
790,YAMALA PARK,145.104029973435,-38.165959997259,3199,FRANKSTON SOUTH
791,WERRIBEE PARK,144.674309978703,-37.927349997544,3030,WERRIBEE SOUTH
792,GEORGE A BISHOP RESERVE,144.964819978607,-38.332499997722,3936,DROMANA
793,Broberg Street Park,144.619439974501,-37.8690799975049,3024,WYNDHAM VALE
794,Natal Road Park,144.64069998128,-37.855149996843,3029,TARNEIT
795,Vestige Circuit Park,144.687799973348,-37.8245299958153,3029,TARNEIT
796,wonguim wilam,145.222029996235,-37.7365799997657,3113,WARRANDYTE
797,SUMMERHILL RESERVE,145.051599975883,-38.2273099970267,3931,MORNINGTON
798,ST CATHERINES COURT RESERVE,145.057739973721,-38.2370799965087,3931,MORNINGTON
799,SOMERSET DRIVE RESERVE,145.02153999721,-38.2814299992944,3934,MOUNT MARTHA
800,SHERWOOD AVENUE RESERVE,144.918729982284,-38.3823599958794,3939,ROSEBUD
801,ST ELMOS CLOSE RESERVE,144.87760997395,-38.3789899970582,3940,CAPEL SOUND
802,ROMNEY PARK,144.847189952168,-38.3714999949452,3941,TOOTGAROOK
803,MARSHALL STREET RESERVE,144.842439954218,-38.3787399966668,3941,TOOTGAROOK
804,RADNOR RISE RESERVE,145.17983999254,-38.2430099959707,3912,SOMERVILLE
805,SOMERS KOALA RESERVE,145.153059973931,-38.3895899970155,3927,SOMERS
806,PITT RESERVE,145.029009978267,-38.2327299965084,3931,MORNINGTON
807,OLSTEAD DRIVE RESERVE,145.153729990325,-38.1963599978773,3911,BAXTER
808,NOEL STREET RESERVE,144.810859980013,-38.3769999955146,3941,RYE
809,PENTON PARK,145.173229966974,-38.231609996443,3912,SOMERVILLE
810,MATHIS AVENUE RESERVE,144.844369950254,-38.3844099968325,3941,TOOTGAROOK
811,LORNAS TRIANGLE BUSHLAND RESERVE,145.170179990303,-38.3501399979586,3918,BITTERN
812,CAMELOT COURT RESERVE,145.112679969285,-38.1897099970014,3930,MOUNT ELIZA
813,LANGRIGG AVENUE RESERVE,145.014259981066,-38.2672099977079,3934,MOUNT MARTHA
814,KENNEDY ROAD RESERVE,145.171249986566,-38.3908599972818,3927,SOMERS
815,INVERNESS COURT RESERVE,145.18014997521,-38.2365099959523,3912,SOMERVILLE
816,HOPETOUN NORFOLK FLORA & FAUNA RESERVE,145.025219995876,-38.2785700005293,3934,MOUNT MARTHA
817,HARRY BLYTHE PLAYGROUND,144.785979989538,-38.3668399957683,3942,BLAIRGOWRIE
818,MONGANS BRIDGE RECREATION RESERVE & CAMPING PARK,147.096260008491,-36.5848499816598,3691,MONGANS BRIDGE
819,SCENIC RESERVE,146.461949968156,-37.1344300051589,3723,MOUNT BULLER
820,SCORESBY RECREATION RESERVE,145.227089981715,-37.89650999611,3179,SCORESBY
821,MARY CHECKLEY RESERVE,145.938969990502,-38.4790199971734,3953,LEONGATHA
822,MAX PAWSEY RESERVE,145.297929983931,-38.0175899997885,3805,NARRE WARREN
823,MAYFIELD PARK RESERVE,145.117919974683,-37.8876299944992,3149,MOUNT WAVERLEY
824,MAYGAR PARK,145.515789983552,-36.9687199984977,3666,RUFFY
825,State Wildlife Reserve,145.290699979364,-38.2398499976541,3912,PEARCEDALE
826,WESTLANDS,146.856809977832,-36.1276300033661,3690,WEST WODONGA
827,WHARPARILLA FLORA RESERVE,144.722089954435,-36.1223499243647,3564,ECHUCA
828,WHATMOUGH PARK,145.104089987626,-37.7000100013808,3088,GREENSBOROUGH
829,MOUNT TANGLEFOOT PICNIC AREA,145.536529933308,-37.5092900243752,3777,TOOLANGI
830,MOUNT WORTH PICNIC PARK,146.056259997402,-38.2948499975563,3871,ALLAMBEE RESERVE
831,PAT ROLLO RESERVE,145.160169970167,-38.115459996825,3200,FRANKSTON NORTH
832,PENINSULA COUNTRY GOLF CLUB,145.152919988876,-38.1295699964105,3199,FRANKSTON
833,PERCE ALLISON OVAL,145.368199978139,-38.0401299968378,3807,BEACONSFIELD
834,MERRICKS STATION GROUND RESERVE,145.086809974739,-38.3890099994396,3916,MERRICKS
835,MUCKATAH RECREATION RESERVE,145.634310014276,-35.9995700346551,3644,MUCKATAH
836,MULBERRY RESERVE,145.160139970179,-38.1153999968225,3200,FRANKSTON NORTH
837,RESERVOIR RESERVE,145.058230003441,-37.8110499889141,3101,KEW
838,MOUNTAIN VIEW PICNIC GROUND,147.215420024206,-36.7756799790972,3699,BOGONG
839,RETA MATTHEWS RESERVE,145.277639984035,-37.8684599984512,3155,BORONIA
840,RICHARDS RESERVE,144.955579997091,-37.729590003374,3058,COBURG NORTH
841,G SCHOLTE,144.802739992491,-37.7302200029844,3021,ST ALBANS
842,GUASTALEGNAME PARK,143.557970049679,-35.358619978892,3585,SWAN HILL
843,Maffra Recreation Reserve,146.974010034251,-37.9555599849999,3860,MAFFRA
844,HICKS RESERVE,146.851109959367,-36.1309500059546,3690,WEST WODONGA
845,DAVID BISHOP RESERVE,146.862130082419,-36.1151299676888,3690,WEST WODONGA
846,JOSEPH BROWN OVAL,144.834449980337,-37.7177600040555,3036,KEILOR
847,MERRIGUM RECREATION RESERVE,145.128199995092,-36.3715100026367,3618,MERRIGUM
848,MERRIWA PARK,146.324589979719,-36.358459985989,3677,WANGARATTA
849,SLADEN PARK,144.346679976765,-38.1573999981687,3220,NEWTOWN
850,METHVEN PARK,144.973289979494,-37.771370002844,3057,BRUNSWICK EAST
851,WILLIAM J BARDOEL PARK,145.117919958786,-37.977629994056,3172,DINGLEY VILLAGE
852,WILLIAM RICKETTS SANCTUARY,145.355159986556,-37.8326699976398,3767,MOUNT DANDENONG
853,MICK JORDAN MEMORIAL GARDEN,144.960979975613,-37.7715100020032,3056,BRUNSWICK
854,WILLISON PARK,145.072519996808,-37.8398899930756,3124,CAMBERWELL
855,WILLSMERE PARK,145.047640004077,-37.7945699940841,3102,KEW EAST
856,WILSON OVAL,145.036260009475,-37.8456799926195,3144,MALVERN
857,Cuthbert Street Reserve,145.231679979785,-37.8343599950433,3135,HEATHMONT
858,Gilda Court Reserve,145.244459989429,-37.7993999977141,3134,RINGWOOD
859,Highland Avenue Reserve,145.267259986859,-37.7869099962222,3136,CROYDON
860,Leeds Drive Reserve,145.315449974813,-37.8202999977882,3137,KILSYTH SOUTH
861,Munro Street Reserve,145.223439991928,-37.8097699973185,3134,RINGWOOD
862,Settlers Orchard Reserve,145.263599986927,-37.7739199978867,3136,CROYDON HILLS
863,Jarrod Place Reserve,145.277609986538,-37.7645499988036,3136,CROYDON NORTH
864,Nangathan Way Reserve,145.280839986299,-37.7706999990668,3136,CROYDON NORTH
865,Rosedale Rifle Range,146.815739990951,-38.1746799943003,3847,ROSEDALE
866,Lions Park ,141.293780044907,-37.0363600066259,3318,EDENHOPE
867,YINNAR RECREATION RESERVE,146.338760031591,-38.305130002358,3840,HAZELWOOD
868,PIONEER PARK,144.760289978433,-37.6873400018485,3037,SYDENHAM
869,PROCTOR CRESCENT RESERVE,144.783389978834,-37.7116500005601,3038,KEILOR DOWNS
870,MCSHANE DRIVE RESERVE,144.824959978644,-37.7302000044893,3021,KEALBA
871,RIVIERA PARK,145.132369977184,-38.0870699967287,3198,SEAFORD
872,ROBERT BARRETT RESERVE,144.886759987823,-37.7776200009803,3032,MARIBYRNONG
873,ROBERT HEATLEY RESERVE,144.892369981619,-37.7890099994327,3011,FOOTSCRAY
874,ROBERTS RESERVE,144.981459991263,-37.760450002335,3057,BRUNSWICK EAST
875,ROBERTSON RECREATION RESERVE,145.123479978084,-38.3903999969768,3926,BALNARRING BEACH
876,ROCHESTER GOLF COURSE,144.651810031233,-36.3931799943865,3561,ROCHESTER
877,ROCHESTER RECREATION RESERVE,144.70698999623,-36.3631099808977,3561,ROCHESTER
878,YEA RIVER PARK,145.413199985857,-37.4781800074939,3763,KINGLAKE
879,Yarraduct Place Reserve,145.264729985021,-37.8074999981741,3136,CROYDON
880,CLYDE CAMERON RESERVE,146.879009967736,-36.1407799801404,3690,WODONGA
881,GRAHAM ANDREW PARK,146.884629995293,-36.154059961655,3690,WODONGA
882,W Jackson Reserve,145.30482997482,-37.83683999615,3137,KILSYTH SOUTH
883,SUSAN CAMPBELL RESERVE,146.868519944189,-36.1428300083558,3690,WODONGA
884,Sherbrook Park,145.218219988521,-37.8125999969738,3134,RINGWOOD
885,MURNONG RESERVE,144.309249995897,-38.3228800737173,3228,TORQUAY
886,Nugget Park,144.666249995471,-37.7271799967649,3335,ROCKBANK
887,Jackwood Park,144.661769998515,-37.7246599964485,3335,ROCKBANK
888,Aviation Reserve,144.555840010409,-37.710229997273,3338,BROOKFIELD
889,Botanica Springs Entry Reserve,144.549800000214,-37.7030499968259,3338,BROOKFIELD
890,Illawong Terrace Reserve,144.755369979572,-37.7501000029059,3023,BURNSIDE
891,Carinya Boulevard Reserve,144.752409979882,-37.7520000027178,3023,BURNSIDE
892,Burnside Heights Recreation Reserve,144.756689980775,-37.736720002912,3023,BURNSIDE HEIGHTS
893,Brookfield Village Park,144.740169982536,-37.7470300008613,3023,CAROLINE SPRINGS
894,The Ridge Park,144.729999986109,-37.7301000040708,3023,CAROLINE SPRINGS
895,Dobell Crescent Reserve,144.738249980359,-37.7050200014712,3023,CAROLINE SPRINGS
896,The Avenue Reserve,144.741899984573,-37.7251800018425,3023,CAROLINE SPRINGS
897,The Parkway Reserve ,144.72848997949,-37.7477000010781,3023,CAROLINE SPRINGS
898,Botanical Drive Reserve,144.733619985999,-37.7252600032847,3023,CAROLINE SPRINGS
899,Springside Recreation Reserve,144.7365599869,-37.712060001401,3023,CAROLINE SPRINGS
900,Kipling Circuit Reserve,144.712289982123,-37.6273999992402,3427,DIGGERS REST
901,Splendour Circuit Reserve,144.701129994514,-37.623029998462,3427,DIGGERS REST
902,Diggers Rest Recreation Reserve,144.707229985757,-37.6202499988552,3427,DIGGERS REST
903,Lancefield Circuit Reserve,144.557929931904,-37.7966599929475,3338,EYNESBURY
904,Mawson Gardens,144.725679988691,-37.703560001615,3336,FRASER RISE
905,Marlo Drive Reserve,144.557080001808,-37.6665299960847,3337,MELTON WEST
906,Parkview Street Reserve,144.572079987406,-37.6552199950152,3337,MELTON WEST
907,Arnolds Creek Recreation Reserve,144.543760006814,-37.6693699962146,3337,MELTON WEST
908,Hillside Recreation Reserve,144.738169972565,-37.6844900013384,3037,HILLSIDE
909,Parkwood Green Recreation Reserve,144.746269969671,-37.6984600019714,3037,HILLSIDE
910,Chelsea Gardens,144.753739974497,-37.6879900024104,3037,HILLSIDE
911,The Outlook Reserve,144.745179974412,-37.6839300018077,3037,HILLSIDE
912,Warringah Reserve,144.7538199723,-37.6897100024265,3037,HILLSIDE
913,Kurunjang Recreation Reserve,144.583789981404,-37.673919994913,3337,MELTON
914,Centenary Park,144.57431996541,-37.6704499932592,3337,KURUNJANG
915,Wordon Court Reserve,144.593159975825,-37.6640599954779,3337,KURUNJANG
916,Croydon Community Garden,145.302099979106,-37.8024399987459,3136,CROYDON
917,Judy Court Reserve,144.5822299922,-37.6878599948954,3337,MELTON
918,FJC Rogers Reserve,145.244159982444,-37.826899996864,3135,HEATHMONT
919,Grayswood Park,145.30410997506,-37.8358099960933,3137,KILSYTH SOUTH
920,Power Street Flora Reserve,145.278239987258,-37.7660999988571,3136,CROYDON NORTH
921,Staley Gardens,145.225399990971,-37.8153599984893,3134,RINGWOOD
922,CRANAGES PICNIC AREA,142.413199994626,-37.1084599801711,3401,ZUMSTEINS
923,CROCHAN BUSHLAND RESERVE,142.847089973046,-37.2942899757934,3377,CATHCART
924,ROCKY RANGE STATE FAUNAL RESERVE,148.286810145443,-36.9248500564013,3885,SUGGAN BUGGAN
925,H ROGERS RESERVE,144.938199980403,-37.7267900021699,3044,PASCOE VALE
926,SYDNEY PARGETER RECREATION AREA,145.248469970424,-37.9648499960186,3802,ENDEAVOUR HILLS
927,TAGGERTY RIVER CROSSING PICNIC GROUND,145.840139759577,-37.4901300059034,3779,MARYSVILLE
928,TALBOT PICNIC AREA,146.40145998498,-37.855790003213,3833,BAW BAW
929,YELLINGBO STATE FAUNAL RESERVE,145.497639979557,-37.8353999966655,3139,YELLINGBO
930,L J YORK RESERVE,144.974869996651,-37.7581800018702,3056,BRUNSWICK
931,YOU YANGS FOREST PARK,144.421809985291,-37.9609599949211,3211,LITTLE RIVER
932,YOUNG CREEK PICNIC AREA,148.514589983269,-37.6556799958286,3888,ORBOST
933,YULONG PARK,145.061529978269,-37.6973499994345,3083,BUNDOORA
934,ZERBES RESERVE,145.161019995208,-37.778289987798,3109,DONCASTER EAST
935,ZILLAH CRAWCOUR PARK,144.32191999149,-38.1445399984612,3220,NEWTOWN
936,ZOOLOGICAL GARDENS,144.945699944936,-37.7837399960354,3052,PARKVILLE
937,H P ZWAR RESERVE,144.996120010764,-37.7416600032219,3072,PRESTON
938,SMITHS MILL PICNIC AREA,142.425699985609,-37.1070699788853,3401,ZUMSTEINS
939,WALLAROO WILDLIFE PARK,142.564309981148,-37.1478999711975,3381,HALLS GAP
940,PIONEERS RESERVE FOR NATURAL FLORA,145.710699969405,-38.5181800010006,3951,KONGWAK
941,DALVUI TROTTING AND RECREATION RESERVE,142.945700012021,-38.2290099934087,3264,TERANG
942,CHAFFEY LANDING RESERVE,142.080420010622,-34.1659600343536,3505,MERBEIN
943,TALLANGATTA RECREATION GROUND,147.173480094264,-36.2178998022297,3700,TALLANGATTA
944,TALLANGATTA VALLEY RECREATION RESERVE,147.391529925841,-36.2873498466346,3701,TALLANGATTA VALLEY
945,LLEWELLYN PARK,145.217409972976,-37.8822399953496,3152,WANTIRNA SOUTH
946,LLOYD PARK,145.191049984013,-38.1491099951701,3910,LANGWARRIN
947,LLOYD RESERVE,144.822879991362,-37.7640900015586,3020,SUNSHINE NORTH
948,SORRENTO GOLF COURSE,144.724589975514,-38.3292899973939,3944,PORTSEA
949,WOMBOLANO PARK,145.253549974231,-37.8231399974935,3135,RINGWOOD EAST
950,CHAPMANS PICNIC AREA,143.423760006725,-37.4398499937593,3373,BEAUFORT
951,CHARLTON GOLF COURSE,143.327649992223,-36.2556799933875,3525,CHARLTON
952,CHATEAU REMY,143.405150014792,-37.0698499983058,3478,PERCYDALE
953,CHILLINGOLLAH FAUNAL RESERVE,143.02930997725,-35.2559599827852,3585,CHILLINGOLLAH
954,CHISHOLM STREET RESERVE,143.879839976029,-37.5496799981474,3350,BLACK HILL
955,CLAUDE LEE RESERVE,143.586259985532,-38.3428999904212,3250,COLAC
