,address,latitude_ori,longitude_ori,year,month,nbed,nbath,ncar,postcode,SA2_CODE,residence_type,dist_to_cbd_KM,min_distance_to_park,min_distance_to_prim,min_distance_to_second,min_distance_to_train,min_distance_to_hosp,min_distance_to_poli,min_distance_to_shop,weekly_rent,SA2_CODE_2016
135,"1 HOYLAKE AVENUE, JAN JUC",-38.339625,144.309229,2014,10,2.0,2.0,2,3228,203031053,House,104.73945,1.35801,2.65659,3.13873,,,2.9033,,360.0,203031053
136,"1 JAMISON STREET, LAVERTON",-37.863983,144.775482,2014,8,3.0,1.0,2,3028,213051363,House,21.82624,2.43584,2.67158,,1.63704,,2.3442800000000004,,340.0,213051363
137,"1 JAMISON STREET, LAVERTON",-37.863983,144.775482,2014,12,3.0,1.0,2,3028,213051363,House,21.82624,2.43584,2.67158,,1.63704,,2.3442800000000004,,340.0,213051363
138,"1 JEAN COURT, MITCHELL PARK",-37.522874,143.809766,2014,6,3.0,1.0,2,3355,201011008,House,121.17458,0.9001,1.21156,1.56219,,,,2.38252,245.0,201011008
139,"1 JOHNSON COURT, ROXBURGH PARK",-37.63693,144.930046,2014,1,3.0,2.0,1,3064,210051544,House,21.57227,,0.76144,1.65295,1.03451,,,,325.0,210051249
140,"1 KATHLEEN STREET, MORWELL",-38.220063,146.419983,2014,1,3.0,1.0,1,3840,205041096,House,154.33159,1.32767,0.71963,0.4647699999999999,3.5427,4.09979,4.0025,,195.0,205041096
141,"1 KEILLER STREET, HAMPTON EAST",-37.935142,145.033415,2014,2,4.0,2.0,3,3188,208011172,House,18.8336,0.50304,1.10805,2.63939,4.33245,4.60504,,,450.0,208011172
142,"1 KEILLER STREET, HAMPTON EAST",-37.935142,145.033415,2014,8,4.0,2.0,3,3188,208011172,House,18.8336,0.50304,1.10805,2.63939,4.33245,4.60504,,,450.0,208011172
143,"1 KEN JAMES PLACE, BURNSIDE HEIGHTS",-37.7286941,144.757361,2014,2,5.0,3.0,2,3023,213041462,House,32.64307,,1.29249,,,,,,470.0,213041462
144,"1 KING STREET, FITZROY NORTH",-37.776285,144.982677,2014,7,3.0,1.0,1,3068,206071143,House,5.17486,1.91486,0.4886999999999999,1.93043,1.65517,,,,630.0,206071143
145,"1 KINGSCOTTS LANE, TINAMBA",-37.9799979,146.9072496,2014,12,5.0,1.0,2,3859,205051101,House,215.89355,7.68939,7.3721,8.47399,3.22697,8.49589,7.30684,,285.0,205051101
146,"1 KOSKY STREET, SUNSHINE WEST",-37.787644,144.822797,2014,9,3.0,1.0,2,3020,213011338,House,14.274629999999998,1.2593299999999998,1.09411,1.53503,2.89575,,,,370.0,213011338
147,"1 KOSKY STREET, SUNSHINE WEST",-37.787644,144.822797,2014,10,3.0,1.0,2,3020,213011338,House,14.274629999999998,1.2593299999999998,1.09411,1.53503,2.89575,,,,350.0,213011338
148,"1 LACHLAN CLOSE, BIG HILL",-38.4302462,144.0956888,2014,4,3.0,2.0,1,3555,203031049,House,125.32476,19.4001,13.59628,,,21.12245,12.95324,,340.0,203031049
149,"1 LAKE ROAD, DAYLESFORD",-37.35237,144.140881,2014,8,2.0,1.0,1,3460,201021011,Apartment,111.33885,1.15101,0.8764299999999999,2.76338,2.2077600000000004,2.06856,1.42162,,345.0,201021011
150,"1 LALOR STREET, BALLARAT EAST",-37.566136,143.893852,2014,3,3.0,1.0,2,3350,201011481,House,112.39206,0.89206,1.35829,0.84204,1.35843,,,,290.0,201011003
151,"1 LONSDALE STREET, SOUTH GEELONG",-38.157395,144.356868,2014,2,4.0,1.0,1,3220,203021039,House,80.24252,0.51522,0.4172599999999999,1.27321,0.305,1.30175,1.83302,,380.0,203021039
152,"1 LYNE STREET, TOORADIN",-38.2093425,145.3758946,2014,8,4.0,2.0,2,3980,212031308,House,70.93378,9.32885,0.81372,,5.017060000000001,,,,400.0,212031308
153,"1 MACARTHUR AVENUE, HAMLYN HEIGHTS",-38.122702,144.335259,2014,2,3.0,1.0,1,3215,203021040,House,74.5004,1.67221,1.12259,0.38499,,,,,260.0,203021040
154,"1 MACKAY STREET, ROCHESTER",-36.365435,144.699083,2014,5,3.0,1.0,2,3561,216011409,House,181.74269,1.65344,0.23159,1.81814,0.57799,0.08714,0.50071,,270.0,216011409
155,"1 MAGAZINE COURT, GOLDEN POINT",-37.573929,143.859634,2014,4,3.0,2.0,2,3451,201011483,House,115.4709,1.45587,0.88979,1.41497,,,,,280.0,201011004
156,"1 MAGAZINE COURT, GOLDEN POINT",-37.573929,143.859634,2014,5,3.0,2.0,2,3451,201011483,House,115.4709,1.45587,0.88979,1.41497,,,,,280.0,201011004
157,"1 MAGAZINE COURT, GOLDEN POINT",-37.573929,143.859634,2014,12,3.0,2.0,2,3451,201011483,House,115.4709,1.45587,0.88979,1.41497,,,,,280.0,201011004
158,"1 MAGPIE STREET, GOLDEN POINT",-37.571538,143.865059,2014,8,3.0,1.0,3,3451,201011483,House,114.85439,0.30993,0.57266,0.7984600000000001,,,,,220.0,201011004
159,"1 MARY BRYANT COURT, MILL PARK",-37.659852,145.052124,2014,5,4.0,2.0,2,3082,209041220,House,22.667060000000003,,0.3706,2.5365100000000003,,,,,340.0,209041220
160,"1 MARY BRYANT COURT, MILL PARK",-37.659852,145.052124,2014,11,4.0,2.0,2,3082,209041220,House,22.667060000000003,,0.3706,2.5365100000000003,,,,,360.0,209041220
161,"1 MARY COURT, LANCEFIELD",-37.2791516,144.7242775,2014,11,3.0,2.0,2,3435,210021235,House,74.7864,,0.55483,16.01544,24.74387,,1.14458,,380.0,210021235
162,"1 MARY STREET, FOOTSCRAY",-37.795015,144.89476,2014,5,3.0,1.0,1,3011,213031348,House,7.99728,0.52765,1.01624,0.4628299999999999,1.27044,1.30699,1.82527,,440.0,213031348
163,"1 MARY STREET, FOOTSCRAY",-37.795015,144.89476,2014,6,3.0,1.0,1,3011,213031348,House,7.99728,0.52765,1.01624,0.4628299999999999,1.27044,1.30699,1.82527,,400.0,213031348
164,"1 MARY STREET, FOOTSCRAY",-37.795015,144.89476,2014,7,3.0,1.0,1,3011,213031348,House,7.99728,0.52765,1.01624,0.4628299999999999,1.27044,1.30699,1.82527,,400.0,213031348
165,"1 MASKREY STREET, TRARALGON",-38.204856,146.554433,2014,3,3.0,1.0,1,3844,205041493,House,165.63061,,0.76855,0.5154500000000001,2.28156,,3.527,,190.0,205041097
166,"1 MASKREY STREET, TRARALGON",-38.204856,146.554433,2014,6,3.0,1.0,1,3844,205041493,House,165.63061,,0.76855,0.5154500000000001,2.28156,,3.527,,190.0,205041097
167,"1 MASKREY STREET, TRARALGON",-38.204856,146.554433,2014,7,3.0,1.0,1,3844,205041493,House,165.63061,,0.76855,0.5154500000000001,2.28156,,3.527,,190.0,205041097
168,"1 MIKAYLA COURT, BURNSIDE HEIGHTS",-37.733059,144.756059,2014,1,3.0,2.0,2,3023,213041462,House,31.80263,,0.37717,,,,,,450.0,213041462
169,"1 MORLOC STREET, FOREST HILL",-37.829556,145.173011,2014,4,2.0,1.0,1,3131,211041269,House,25.12746,,0.77983,1.33794,3.58679,,,2.09155,350.0,211041269
170,"1 NAR NAR GOON - LONGWARRY ROAD, TYNONG",-38.0848625,145.6218847,2014,7,4.0,1.0,0,3813,212011547,House,73.42591,5.01133,4.98109,0.35985,0.61146,8.83981,8.749690000000001,,320.0,212011288
171,"1 NELSON STREET, RINGWOOD",-37.812116,145.226616,2014,5,2.0,2.0,1,3134,211031266,House,27.21181,1.43605,1.3428,1.81355,1.05973,,0.63855,0.88013,320.0,211031266
172,"1 NORFOLK CRESCENT, CORIO",-38.072829,144.349635,2014,10,3.0,1.0,2,3214,203021486,House,66.93338,2.37391,0.20616,2.04187,3.5505500000000003,,,,250.0,203021038
173,"1 NORWOOD ROAD, MILL PARK",-37.676176,145.051166,2014,10,3.0,2.0,2,3082,209041221,House,20.796560000000003,,1.68904,,,,,,370.0,209041221
174,"1 ONCIDIUM GARDENS, KEILOR DOWNS",-37.71734,144.789895,2014,3,3.0,1.0,1,3038,213011332,House,25.36512,0.06674,0.29825,2.80093,,,,,340.0,213011332
175,"1 PALMER CRESCENT, MERRIGUM",-36.36733,145.131465,2014,9,3.0,1.0,0,3618,216031419,House,187.95027,0.71102,0.4718299999999999,17.111189999999997,0.51965,16.468529999999998,16.836560000000002,,180.0,216031419
176,"1 PEEL STREET, NEWPORT",-37.846853,144.893668,2014,9,3.0,1.0,1,3015,213021344,House,11.01308,0.86339,1.6721700000000002,3.40881,1.27306,,0.87827,,530.0,213021344
177,"1 PEPPERMINT COURT, ALTONA MEADOWS",-37.868832,144.788735,2014,7,4.0,2.0,2,3028,213021342,House,23.68685,1.08314,1.0141,,,,,,415.0,213021342
178,"1 PLENTY COURT, ALTONA MEADOWS",-37.87412,144.76947,2014,7,3.0,1.0,2,3028,213021342,House,24.07373,0.90824,1.5508,,,,,,300.0,213021342
179,"1 POINSETTIA COURT, BUNDOORA",-37.69706,145.0590021,2014,12,2.0,2.0,1,3083,209041217,House,17.32512,1.02795,0.5176499999999999,0.89203,,,,,335.0,209041217
180,"1 POPES ROAD, NOBLE PARK",-37.981954,145.184926,2014,8,3.0,1.0,1,3174,212041565,House,34.52347,0.33412,0.75488,0.4181,,,,,340.0,212041314
181,"1 PRINCESS STREET, BUNYIP",-38.095184,145.716394,2014,6,4.0,2.0,2,3815,212011547,House,82.35539,0.53479,0.2898,9.00225,0.99131,0.47479,0.57178,,370.0,212011288
182,"1 PRISCILLA STREET, BURNSIDE HEIGHTS",-37.7273858,144.7552048,2014,5,5.0,2.0,2,3023,213041462,House,32.60525,,1.60717,,,,,,410.0,213041462
183,"1 RANLEIGH RISE, TEMPLESTOWE LOWER",-37.76901,145.116078,2014,4,3.0,1.0,3,3107,207021160,House,16.696189999999998,1.3336199999999998,0.44736,0.7626900000000001,,,,,380.0,207021160
184,"1 RANLEIGH RISE, TEMPLESTOWE LOWER",-37.76901,145.116078,2014,5,3.0,1.0,3,3107,207021160,House,16.696189999999998,1.3336199999999998,0.44736,0.7626900000000001,,,,,380.0,207021160
185,"1 REID DRIVE, KILMANY",-38.1054162,146.9118343,2014,1,3.0,1.0,2,3851,205051102,House,199.33825,0.26799,5.55206,,0.04142,,12.68739,,240.0,205051102
186,"1 ROSA AVENUE, SPRINGVALE",-37.958791,145.162751,2014,7,3.0,1.0,1,3171,212041317,House,35.38232,1.97111,0.96533,1.29612,0.33565,,1.43003,,365.0,212041317
187,"1 ROSE AVENUE, BULLEEN",-37.768804,145.099953,2014,4,4.0,2.0,2,3105,207021156,House,14.84506,1.71304,0.84856,2.3253000000000004,,,,1.0478599999999998,420.0,207021156
188,"1 ROSSDELL STREET, PORTLAND",-38.3576334,141.6171253,2014,6,3.0,1.0,4,3305,217011422,House,363.67156,2.35996,1.61125,2.51154,1.7978299999999998,3.2552600000000003,2.04745,,200.0,217011422
189,"1 ROSSDELL STREET, PORTLAND",-38.3576334,141.6171253,2014,7,3.0,1.0,4,3305,217011422,House,363.67156,2.35996,1.61125,2.51154,1.7978299999999998,3.2552600000000003,2.04745,,200.0,217011422
190,"1 RUPERT COURT, BROADMEADOWS",-37.692473,144.923949,2014,3,3.0,1.0,2,3047,210051242,House,15.46066,0.17968,0.73766,1.67746,1.75872,,2.55743,2.7583800000000003,330.0,210051242
191,"1 SADLER COURT, ALLANSFORD",-38.386904,142.608386,2014,4,2.0,1.0,1,3277,217041480,House,246.59973,10.0076,1.75419,13.554,1.08124,14.28268,1.64246,,280.0,217041480
192,"1 SAVIOUR ROAD, BURNSIDE HEIGHTS",-37.7263099,144.7571593,2014,10,3.0,2.0,1,3023,213041462,House,33.14983,,1.6118800000000002,,,,,,410.0,213041462
193,"1 SOMERS STREET, PLUMPTON",-37.7010076,144.7247711,2014,5,4.0,2.0,2,3335,213041574,House,30.34196,8.37735,7.80598,,,,,,410.0,213041355
194,"1 SOUTHDOWNE CLOSE, SPRINGVALE",-37.952907,145.157109,2014,9,3.0,1.0,1,3171,212041317,House,28.56801,0.97092,0.59165,0.7646000000000001,0.72568,,1.2647,,320.0,212041317
195,"1 SPRUCE DRIVE, ROWVILLE",-37.915757,145.267197,2014,8,3.0,1.0,1,3178,211011256,House,37.16568,1.31392,0.91635,0.74056,,,,,340.0,211011256
196,"1 STATION ROAD, WILLIAMSTOWN",-37.856726,144.892224,2014,1,3.0,1.0,0,3016,213021346,House,13.54212,1.54222,0.29024,0.6667000000000001,1.44362,1.02702,2.03365,,500.0,213021346
197,"1 STATION ROAD, WILLIAMSTOWN",-37.856726,144.892224,2014,3,3.0,1.0,0,3016,213021346,House,13.54212,1.54222,0.29024,0.6667000000000001,1.44362,1.02702,2.03365,,530.0,213021346
198,"1 STATION STREET, CAMPBELLS CREEK",-37.09701538,144.20359802,2014,10,3.0,1.0,2,3451,202021027,House,132.97425,2.05064,0.63191,1.17913,4.84445,6.15405,4.74505,,280.0,202021027
199,"1 STATION STREET, CAMPBELLS CREEK",-37.09701538,144.20359802,2014,11,3.0,1.0,2,3451,202021027,House,132.97425,2.05064,0.63191,1.17913,4.84445,6.15405,4.74505,,280.0,202021027
200,"1 STATION STREET, TARADALE",-37.133885,144.355419,2014,9,3.0,1.0,0,3447,202021028,House,103.9543,18.99345,1.38534,27.64946,0.04776,42.63853,33.55678,,380.0,202021028
201,"1 STATON CRESCENT, MELTON WEST",-37.681347,144.541885,2014,6,4.0,2.0,4,3337,213041358,House,47.93152,,1.58243,1.70208,,,,2.79254,290.0,213041358
202,"1 STREAM ROAD, REEFTON",-37.67151,145.853018,2014,8,3.0,1.0,1,3799,204011061,House,97.00851,23.85905,,,,,,,230.0,204011061
203,"1 STREETON COURT, ROWVILLE",-37.931545,145.23441,2014,9,3.0,1.0,2,3178,211011258,House,33.52376,1.14968,0.87349,,,,,,345.0,211011258
204,"1 STURT STREET, SUNBURY",-37.58053,144.717104,2014,3,3.0,1.0,1,3429,210041540,House,39.95811,0.8073899999999999,1.51983,,1.55522,,,,315.0,210041241
205,"1 STURT STREET, SUNBURY",-37.58053,144.717104,2014,4,3.0,1.0,1,3429,210041540,House,39.95811,0.8073899999999999,1.51983,,1.55522,,,,315.0,210041241
206,"1 SWAN STREET, WODONGA",-36.137239,146.884182,2014,11,3.0,1.0,1,3690,204031492,House,313.89359,0.50205,1.48553,1.33757,2.779,1.85173,2.21989,,240.0,204031074
207,"1 TARA CLOSE, ROWVILLE",-37.933504,145.252513,2014,3,4.0,2.0,2,3178,211011258,House,35.614830000000005,1.05743,1.00475,,,,,,490.0,211011258
208,"1 THE BOULEVARD, SALE",-38.0997875,146.9890961,2014,3,4.0,2.0,2,3850,205051102,House,206.28039,7.00428,9.35714,,6.90074,,19.62954,,340.0,205051102
209,"1 THE BROADWAY WAY, MORIAC",-38.240169,144.1802928,2014,7,3.0,2.0,2,3240,203011036,House,98.28527,4.2867,0.54172,,0.65079,22.89138,21.87105,,340.0,203011036
210,"1 THE BROADWAY, MORIAC",-38.241611,144.174355,2014,2,3.0,2.0,2,3240,203011036,House,98.90803,3.77669,0.22159,,0.26441,21.9552,20.93487,,340.0,203011036
211,"1 THE BROADWAY, MORIAC",-38.241611,144.174355,2014,7,3.0,2.0,2,3240,203011036,House,98.90803,3.77669,0.22159,,0.26441,21.9552,20.93487,,340.0,203011036
212,"1 THUNDER STREET, BENDIGO",-36.747156,144.284124,2014,3,2.0,1.0,3,3550,202011018,House,152.61764000000002,1.2393299999999998,0.68461,1.32582,2.92139,0.55415,3.2032800000000003,2.09564,300.0,202011018
213,"1 THUNDER STREET, BENDIGO",-36.747156,144.284124,2014,4,2.0,1.0,3,3550,202011018,House,152.61764000000002,1.2393299999999998,0.68461,1.32582,2.92139,0.55415,3.2032800000000003,2.09564,300.0,202011018
214,"1 TIEMAN ROAD, YARRAMBAT",-37.646702,145.131136,2014,2,5.0,3.0,2,3091,209031213,House,30.2843,3.319,0.6313300000000001,,,,,,660.0,209031213
215,"1 TIEMAN ROAD, YARRAMBAT",-37.646702,145.131136,2014,3,5.0,3.0,2,3091,209031213,House,30.2843,3.319,0.6313300000000001,,,,,,660.0,209031213
216,"1 TRISTAN DRIVE, SEBASTOPOL",-37.5853192,143.8395306,2014,3,3.0,2.0,2,3356,201011484,House,117.70613,1.2314,1.12947,1.2743,,,,,300.0,201011004
217,"1 TURNER PLACE, SOUTH GEELONG",-38.162145,144.357458,2014,6,3.0,1.0,1,3220,203021039,House,80.82039999999999,0.7497999999999999,0.6439,1.97244,0.52786,1.52839,2.53225,,395.0,203021039
218,"1 TURNER PLACE, SOUTH GEELONG",-38.162145,144.357458,2014,7,3.0,1.0,1,3220,203021039,House,80.82039999999999,0.7497999999999999,0.6439,1.97244,0.52786,1.52839,2.53225,,395.0,203021039
219,"1 TWEED STREET, RINGWOOD EAST",-37.816044,145.246887,2014,7,4.0,1.0,4,3135,211031267,House,29.6738,1.40688,0.73714,2.8358000000000003,0.64174,1.83129,,,380.0,211031267
220,"1 VINCENT CRESCENT, WERRIBEE",-37.890758,144.659078,2014,4,3.0,1.0,0,3030,213051467,House,32.79311,0.58029,0.51558,0.56968,,,,,260.0,213051467
221,"1 VINCENT CRESCENT, WERRIBEE",-37.890758,144.659078,2014,5,3.0,1.0,0,3030,213051467,House,32.79311,0.58029,0.51558,0.56968,,,,,260.0,213051467
222,"1 VINCENT CRESCENT, WERRIBEE",-37.890758,144.659078,2014,12,3.0,1.0,0,3030,213051467,House,32.79311,0.58029,0.51558,0.56968,,,,,290.0,213051467
223,"1 WALKER STREET, CLIFTON HILL",-37.788326,145.0004676,2014,9,3.0,2.0,1,3068,206071145,House,5.71163,0.6125900000000001,1.3884,3.6635,0.50248,2.12429,,,810.0,206071145
224,"1 WATERMAN PLACE, FRANKSTON",-38.154513,145.123274,2014,1,3.0,2.0,2,3199,214011371,House,55.91463,0.27512,0.8667,1.15984,1.7403499999999998,0.92775,2.49457,1.99045,400.0,214011371
225,"1 WEIGELA COURT, FRANKSTON",-38.145211,145.168243,2014,10,3.0,1.0,1,3199,214011372,House,54.0186,0.4316,0.5529,0.94588,,,,1.13379,280.0,214011372
226,"1 WENTWORTH LANE, BURNSIDE HEIGHTS",-37.731142,144.7597052,2014,4,2.0,1.0,1,3023,213041462,House,32.61558,,0.8843300000000001,,,,,,340.0,213041462
227,"1 WENTWORTH LANE, BURNSIDE HEIGHTS",-37.731142,144.7597052,2014,5,2.0,1.0,1,3023,213041462,House,32.61558,,0.8843300000000001,,,,,,320.0,213041462
228,"1 WHALERS COURT, PORTLAND",-38.336445,141.607665,2014,3,4.0,1.0,2,3305,217011422,House,358.86388,1.79001,1.91264,1.06302,1.612,0.5918,2.07516,,290.0,217011422
229,"1 WILLS STREET, SUNBURY",-37.578954,144.711831,2014,2,3.0,1.0,1,3429,210041540,House,39.47071,1.13901,1.09482,,1.88683,,,,290.0,210041241
230,"1 WRIGHT STREET, MIDDLE PARK",-37.846157,144.961197,2014,12,2.0,2.0,0,3206,206051128,House,5.425949999999999,1.04527,0.5179199999999999,1.11578,0.67461,,3.43081,,595.0,206051128
231,"1, 23 BELLANY ROAD, BELGRAVE SOUTH",-37.940956,145.363292,2014,12,2.0,1.0,0,3160,211051274,Apartment,47.11338,1.95371,1.91992,5.68384,4.95582,,5.53346,,370.0,211051274
232,"1-3 STATION STREET, WILLAURA",-37.546143,142.737766,2014,7,4.0,1.0,1,3379,215011387,House,240.41073,0.64071,0.2986999999999999,28.96166,0.63317,0.80821,0.31583,,165.0,215011387
233,"1-3 SULLIVAN STREET, MALMSBURY",-37.195047,144.373048,2014,10,3.0,2.0,2,3446,202021030,House,97.45589,11.77564,2.1567800000000004,2.98483,0.78661,12.24711,1.90904,,295.0,202021030
234,"1.06/91 DOW STREET, PORT MELBOURNE",-37.840548,144.942207,2014,11,1.0,1.0,1,3207,206051130,Apartment,5.56449,0.2484799999999999,1.26167,,1.13852,,0.4197099999999999,,380.0,206051130
235,"1.09/569 GLENFERRIE ROAD, HAWTHORN",-37.8267401,145.0344378,2014,10,2.0,1.0,1,3122,207011520,Apartment,7.7042,1.21405,0.02933,0.68576,0.90711,,0.50828,,420.0,207011151
236,"1/1 ASHWOOD COURT, MILDURA",-34.194605,142.136449,2014,7,3.0,2.0,1,3500,215021470,House,542.171,,2.8528200000000004,1.48547,,,,,230.0,215021470
237,"1/1 ASHWOOD COURT, MILDURA",-34.194605,142.136449,2014,8,3.0,2.0,1,3500,215021470,House,542.171,,2.8528200000000004,1.48547,,,,,230.0,215021470
238,"1/1 AUSTIN STREET, HAWTHORN",-37.8231234,145.022063,2014,2,3.0,1.0,2,3122,207011520,House,6.60216,2.49871,1.41791,1.63413,1.85548,,1.79288,,675.0,207011151
239,"1/1 BROWNING DRIVE, GLEN WAVERLEY",-37.8647007,145.1752388,2014,8,2.0,1.0,1,3150,212051321,Apartment,22.22825,2.5150300000000003,0.3825199999999999,0.2489,,,3.40877,,390.0,212051321
240,"1/1 BROWNING DRIVE, GLEN WAVERLEY",-37.8647007,145.1752388,2014,9,2.0,1.0,1,3150,212051321,Apartment,22.22825,2.5150300000000003,0.3825199999999999,0.2489,,,3.40877,,380.0,212051321
241,"1/1 BROWNING DRIVE, GLEN WAVERLEY",-37.8647007,145.1752388,2014,10,2.0,1.0,1,3150,212051321,Apartment,22.22825,2.5150300000000003,0.3825199999999999,0.2489,,,3.40877,,380.0,212051321
242,"1/1 CATHERINE PARADE, FRANKSTON",-38.1459642,145.1339636,2014,4,1.0,1.0,1,3199,214011371,Apartment,53.80324,0.6714,1.76367,1.19408,1.24092,1.63194,1.5061,1.93607,220.0,214011371
243,"1/1 FINCH STREET, BAYSWATER",-37.84441,145.254804,2014,10,2.0,1.0,1,3153,211011251,Apartment,33.36397,1.76893,0.69674,1.11968,1.59083,,,0.39573,310.0,211011251
244,"1/1 GRANDVIEW ST, GLENROY",-37.707274,144.9157699,2014,9,3.0,2.0,1,3046,210031536,House,13.23198,0.8156100000000001,1.03194,1.01788,0.46337,,0.5257200000000001,,395.0,210031438
245,"1/1 HOLMAN COURT, BREAKWATER",-38.181616,144.367399,2014,2,2.0,1.0,1,3219,203021039,Apartment,83.80136999999999,2.16637,2.33008,2.64522,3.64076,4.167470000000001,5.645149999999999,,250.0,203021039
246,"1/1 INDUSTRY LANE, COBURG",-37.7369442,144.9699153,2014,11,1.0,1.0,1,3058,206011497,Apartment,9.16043,0.32714,0.49449,0.63149,,,,,330.0,206011108
247,"1/1 MABEL STREET, IVANHOE",-37.7628466,145.0292582,2014,9,2.0,1.0,1,3079,209011200,House,11.728879999999998,1.1906199999999998,0.5337999999999999,,2.42803,2.02573,,,405.0,209011200
248,"1/1 MOORE STREET, WANGARATTA",-36.3615192,146.3193887,2014,2,2.0,1.0,1,3677,204021066,Apartment,241.5107,0.9672,0.96836,1.01589,1.41224,1.57146,0.89803,,175.0,204021066
249,"1/1 NORELLE CRESCENT, GOLDEN SQUARE",-36.777226,144.242698,2014,8,2.0,1.0,1,3555,202011022,Apartment,148.25795000000002,,1.89103,1.83982,2.40082,,,,240.0,202011022
250,"1/1 OLYMPIC STREET, BUNDOORA",-37.7009056,145.0611547,2014,3,3.0,2.0,1,3083,209011196,House,17.10068,0.7639,1.1203299999999998,1.02955,,,,1.02325,500.0,209011196
251,"1/1 OLYMPIC STREET, BUNDOORA",-37.7009056,145.0611547,2014,8,3.0,2.0,1,3083,209011196,House,17.10068,0.7639,1.1203299999999998,1.02955,,,,1.02325,500.0,209011196
252,"1/1 OLYMPIC STREET, BUNDOORA",-37.7009056,145.0611547,2014,12,3.0,2.0,1,3083,209011196,House,17.10068,0.7639,1.1203299999999998,1.02955,,,,1.02325,273.0,209011196
253,"1/1 PEEL STREET, COLLINGWOOD",-37.8050584,144.9837832,2014,5,1.0,1.0,1,3066,206071141,Apartment,2.3790500000000003,,,0.55237,,0.55351,,,410.0,206071141
254,"1/1 RIVER AVENUE, ASCOT VALE",-37.7797649,144.9015848,2014,8,4.0,2.0,2,3032,206031113,House,8.14273,0.72794,1.19791,,3.11525,,,,660.0,206031113
255,"1/1 ST GEORGES ROAD, TOORAK",-37.8418113,145.0185343,2014,7,3.0,2.0,0,3142,206061138,House,7.99092,1.26993,1.14078,1.1316400000000002,1.07518,,,,725.0,206061138
256,"1/1 ST GEORGES ROAD, TOORAK",-37.8418113,145.0185343,2014,8,3.0,2.0,0,3142,206061138,House,7.99092,1.26993,1.14078,1.1316400000000002,1.07518,,,,700.0,206061138
257,"1/1 SUNNINGDALE DRIVE, HILLSIDE",-37.6912668,144.7287934,2014,4,3.0,1.0,1,3875,213041575,House,28.96218,,1.41511,,,,,,340.0,213041355
258,"1/1 SUNNINGDALE DRIVE, HILLSIDE",-37.6912668,144.7287934,2014,5,3.0,1.0,1,3875,213041575,House,28.96218,,1.41511,,,,,,330.0,213041355
259,"1/1 THROUGH ROAD, RINGWOOD NORTH",-37.8017799,145.2295526,2014,3,3.0,1.0,1,3134,211031268,House,28.50495,0.50203,0.72476,2.60385,,,,,335.0,211031268
260,"1/1 WILPENA COURT, ST ALBANS",-37.749762,144.827856,2014,3,3.0,1.0,1,3021,213011335,House,20.530330000000003,0.16713,2.3126100000000003,2.04827,2.88062,,,,300.0,213011335
261,"1/10 ASHBY COURT, ALTONA MEADOWS",-37.878463,144.771272,2014,10,2.0,1.0,1,3028,213021342,Apartment,24.56155,1.39168,2.03861,,,,,,285.0,213021342
262,"1/10 BAY STREET, PORT ALBERT",-38.670546,146.693813,2014,5,2.0,2.0,0,3971,205051104,House,222.43061,5.9832600000000005,0.3763,14.00322,8.30977,14.16374,13.84611,,250.0,205051104
263,"1/10 EGAN CLOSE, WERRIBEE",-37.8802948,144.67150879,2014,5,3.0,2.0,1,3030,213051467,House,31.52837,2.37722,1.78014,2.22539,,,,,300.0,213051467
264,"1/10 FAKENHAM ROAD, ASHBURTON",-37.862092,145.082759,2014,1,3.0,2.0,2,3147,207011146,House,14.480379999999998,0.61237,0.07745,,0.17769,,0.5402899999999999,,490.0,207011146
265,"1/10 LLOYD STREET, DERRINALLUM",-37.945158,143.217745,2014,12,1.0,1.0,1,3325,217031474,Apartment,177.26092,39.61834,11.2197,0.3849599999999999,2.14503,10.80433,11.09835,,120.0,217031474
266,"1/10 MATTHIESON STREET, HIGHETT",-37.953669,145.050327,2014,8,3.0,1.0,2,3190,208031188,House,26.65073,0.97031,2.51786,1.891,,,2.23489,1.21658,425.0,208031188
267,"1/10 SEYMOUR GROVE, CAMBERWELL",-37.836168,145.060682,2014,12,2.0,1.0,1,3124,207011149,Apartment,10.27821,1.28072,0.61537,1.70502,1.22928,,0.50157,,430.0,207011149
268,"1/10 STRADBROKE AVENUE, HEIDELBERG",-37.754676,145.062528,2014,7,2.0,1.0,1,3084,209011198,Apartment,14.96377,0.6918,0.71609,0.96091,0.32248,0.64719,0.94229,,300.0,209011198
269,"1/10 STRADBROKE AVENUE, HEIDELBERG",-37.754676,145.062528,2014,12,2.0,1.0,1,3084,209011198,Apartment,14.96377,0.6918,0.71609,0.96091,0.32248,0.64719,0.94229,,290.0,209011198
