Unnamed: 0,facility,latitude,longitude,year,facility_type,SA2_CODE
42,PRAHRAN HIGH SCHOOL,-37.8517499966014,144.99168997356,2019,secondary_school,206061136
43,PRESTON HIGH SCHOOL,-37.7416900019263,145.006399985981,2019,secondary_school,209021428
0,WYNDHAM VALE RAILWAY STATION,-37.8408199970151,144.61472998133,2017,train_station,213051582
1,TARNEIT RAILWAY STATION,-37.8320699952869,144.694119980443,2017,train_station,213051584
2,WAURN PONDS RAILWAY STATION,-38.2155400197836,144.304999992993,2017,train_station,203021487
3,EPSOM RAILWAY STATION,-36.7065799994193,144.320700014256,2017,train_station,202011025
4,CAROLINE SPRINGS RAILWAY STATION,-37.7662199997834,144.73724998099,2017,train_station,213041359
5,SOUTHLAND RAILWAY STATION,-37.9587299891989,145.049069991878,2017,train_station,208031188
0,WYNDHAM VALE RAILWAY STATION,-37.8408199970151,144.61472998133,2021,train_station,213051582
1,TARNEIT RAILWAY STATION,-37.8320699952869,144.694119980443,2021,train_station,213051584
2,WAURN PONDS RAILWAY STATION,-38.2155400197836,144.304999992993,2021,train_station,203021487
3,EPSOM RAILWAY STATION,-36.7065799994193,144.320700014256,2021,train_station,202011025
4,CAROLINE SPRINGS RAILWAY STATION,-37.7662199997834,144.73724998099,2021,train_station,213041359
5,SOUTHLAND RAILWAY STATION,-37.9587299891989,145.049069991878,2021,train_station,208031188
6,HENDERSYDE,-36.4695100208657,145.295549979164,2021,train_station,216031419
7,Hawkstowe Rail Station,-37.6221699994177,145.09714996831,2021,train_station,209041435
8,Mernda Rail Station,-37.6017000016083,145.101769959743,2021,train_station,209041532
9,MIDDLE GORGE RAIL STATION,-37.6443100011982,145.091959981793,2021,train_station,209041436
10,PARKVILLE RAIL STATION,-37.7999699980923,144.959699984747,2021,train_station,206041117
11,STATE LIBRARY RAIL STATION,-37.8086799983999,144.963409974157,2021,train_station,206041504
12,TOWN HALL RAIL STATION,-37.8167199967047,144.967139962636,2021,train_station,206041503
13,ANZAC RAIL STATION,-37.8328399961629,144.972379970974,2021,train_station,206041125
14,Cobblebank Rail Station,-37.7114399973707,144.602119988258,2021,train_station,213041572
15,Arden Rail Station,-37.8019299957276,144.939539964033,2021,train_station,206041506
0,ST ANNES RESERVE,-38.316030071024,144.344959991281,2017,park,203031053
1,JAN JUC CREEK RESERVE,-38.3451300813917,144.302229992789,2017,park,203031053
2,BARCLAY PARK ,-37.7142400013817,145.102819975291,2017,park,209011197
3,DESTINATION PARK,-37.6147400011694,144.889719970863,2017,park,210051246
4,MILDURA SKATE PARK,-34.1843400233259,142.166359987948,2017,park,215021469
5,HARMONY SQUARE,-37.9885099967375,145.213519979898,2017,park,212041563
6,JACK GREVILLE PARK,-37.578419995354,143.864629992765,2017,park,201011483
7,JOHN MCMAHON RESERVE,-37.574229994954,144.757459997994,2017,park,210041240
8,TRUSCOTT RESERVE,-37.7096300008859,144.935600009708,2017,park,210031535
9,MAYFIELD PARK,-37.991959992035,145.101829974018,2017,park,208031193
10,BOB PETTITT RESERVE,-38.3483700858732,144.294029983903,2017,park,203031053
11,BURT-KUR-MIN RESERVE,-37.5965100016657,144.898679971278,2017,park,210051443
12,JOHN VANDELOO RESERVE,-37.7158200028576,144.919959995745,2017,park,210031537
13,FIDDLERS GREEN,-38.3837599828336,142.237429963242,2017,park,217041478
14,Douglas Maggs Reserve,-37.7880399976085,145.258339988279,2017,park,211031451
15,DORSET GOLF,-37.805409998627,145.300129979119,2017,park,211031450
16,THOMAS MILLETT PARK,-37.5979099997666,144.707979977003,2017,park,210041540
17,JUNCTION SQUARE,-36.1200799446383,146.88733007879,2017,park,204031492
18,RINGWOOD GOLF,-37.8349999963911,145.222229977354,2017,park,211031266
19,NOWINGI PLACE,-34.1852000205282,142.169829973346,2017,park,215021469
20,BILL MINNS ROTUNDA,-38.0284099963861,145.348489968893,2017,park,212021293
21,NICOLA DAVIS CONSERVATION RESERVE,-37.632070000015,145.075880006897,2017,park,209041435
22,WANGARATTA LIONS PARK,-36.3598999842053,146.313849970308,2017,park,204021066
23,REMEMBRANCE PARK,-37.9556199972491,145.551949981602,2017,park,212011289
24,CRAIGIEBURN ANZAC PARK,-37.5885300016001,144.913129981648,2017,park,210051543
25,KESTLE PARK,-38.1502199970364,145.909749986939,2017,park,205011079
26,SCOTT PARK,-38.04279999631,145.260109967733,2017,park,212031562
27,EDITHVALE PUBLIC GOLF COURSE,-38.035999995738,145.122579981538,2017,park,208031189
28,NAPTHINE RESERVE,-38.2366700502298,143.986869970135,2017,park,203011036
29,BARWON RIVER RESERVE,-38.2397300504132,143.989429975364,2017,park,203011036
30,MATHISON RESERVE,-38.244520051631,143.992359993349,2017,park,203011036
31,GUYE RESERVE,-38.2435100516905,143.993379994272,2017,park,203011036
32,CWA PARK,-38.241740050446,143.989749980099,2017,park,203011036
33,PLATYPUS RESERVE,-38.2403700503939,143.989069977362,2017,park,203011036
34,LIONS PARK,-38.2424400505352,143.991069984793,2017,park,203011036
35,WINCHELSEA CRICKET GROUND,-38.2421000502004,143.985899983745,2017,park,203011036
36,BENNETT RESERVE,-38.236050049356,143.988889966841,2017,park,203011036
37,HESSE STREET RESERVE,-38.2416700502093,143.986079982758,2017,park,203011036
38,THOMAS OVAL,-37.8324999994391,145.005659981229,2017,park,206061515
39,GREENWOOD RESERVE,-37.7082700012679,145.072659975156,2017,park,209011196
40,JUBILEE PARK / WURRUMBIT BIRRNG YAAR,-38.3162999835775,142.482869934443,2017,park,217041479
41,RADIO PARK,-37.7363899988615,145.093269984524,2017,park,209011203
42,SEAVIEW RESERVE,-38.3411900799108,144.295269988443,2017,park,203031053
43,MCCORMACK PARK,-37.1007200057126,146.26975999829,2017,park,204011057
44,JENSEN PARK,-37.7894399980623,144.901580005974,2017,park,213031348
45,JOHNSON RESERVE,-37.7920700012639,144.874910015319,2017,park,213031351
46,MARTIN RESERVE,-37.794000001403,144.876780006786,2017,park,213031351
47,YARRAVILLE OVAL,-37.815560000978,144.88326999133,2017,park,213031352
48,NEWELLS PADDOCK WETLAND PARK,-37.7970699999502,144.913919982007,2017,park,213031348
49,FROGS HOLLOW WETLAND,-37.7793500006069,144.895809986066,2017,park,213031349
50,ASH RESERVE,-37.7810900007582,144.853749974176,2017,park,213031347
51,BEATON RESERVE,-37.8173400001822,144.886109990644,2017,park,213031352
52,BARRETT RESERVE,-37.7954900006475,144.880239998024,2017,park,213031351
53,MCIVOR RESERVE,-37.8215100011037,144.869869986015,2017,park,213031352
54,VIN HEFFERNAN PARK,-37.7453700010143,145.051069970847,2017,park,209011199
55,DES LEONARD OVAL,-37.2961599986865,144.252869971654,2017,park,201021011
56,SCHOROBURA PARK,-36.1406499483291,146.947080001785,2017,park,204031491
57,BRANKO PALAVESTRA PARK,-36.1380499448914,146.889109985424,2017,park,204031492
58,MCLEAN PARK,-36.1421199315379,146.897249995642,2017,park,204031491
59,VERONICA EGAN PARK,-36.1493799705956,146.871109983014,2017,park,204031492
60,JIM COSTELLOE PARK,-36.1161999715414,146.873250098505,2017,park,204031492
61,COMMUNITY GROW AND PLAY GARDENS,-38.3713299974465,144.825119985103,2017,park,214021383
62,MAIDSTONE PARK,-37.788490001292,144.875650023577,2017,park,213031347
63,MOONAH PARK,-38.4119302633956,144.189099929877,2017,park,203031049
64,MARGARET HEATHORN PARK,-37.7567200002358,145.038709953751,2017,park,209011200
65,DAVID COOPER PARK,-37.8729899968643,145.225649973565,2017,park,211011260
66,BAYVIEW PARK,-38.0013499988544,145.328969977323,2017,park,212021299
0,Kitson Street Reserve,-37.8227799975063,145.239379983728,2021,park,211031266
1,Laura Court Reserve,-37.8345999965392,145.296269976554,2021,park,211031263
2,Leeds Drive Reserve,-37.8202999977882,145.315449974813,2021,park,211031263
3,Maidstone Street Reserve,-37.827479996552,145.225219979665,2021,park,211031266
4,Marraroo Close Reserve,-37.8259099968255,145.301149976671,2021,park,211031263
5,Munro Street Reserve,-37.8097699973185,145.223439991928,2021,park,211031266
6,Packham Place Reserve,-37.7662199982814,145.269959985677,2021,park,211031265
7,Panorama Avenue Reserve,-37.8040499963281,145.224089992446,2021,park,211031268
8,Settlers Orchard Reserve,-37.7739199978867,145.263599986927,2021,park,211031265
9,Smithdene Avenue Reserve,-37.8116899986074,145.256209972035,2021,park,211031267
10,Jarrod Place Reserve,-37.7645499988036,145.277609986538,2021,park,211031265
11,Hochkins Ridge Flora Reserve,-37.7652499990859,145.28159998677,2021,park,211031265
12,Messara Park,-37.6932800018614,144.774739982298,2021,park,213011340
13,Wellington Park,-37.7733999987771,145.247689977739,2021,park,211031265
14,Nangathan Way Reserve,-37.7706999990668,145.280839986299,2021,park,211031265
0,WESTERN HEIGHTS SECONDARY COLLEGE - VINES ROAD CAMPUS,-38.1228799967922,144.32896997953,2014,secondary_school,203021040
1,CHRISTADELPHIAN HERITAGE COLLEGE MELBOURNE,-37.8594699975061,145.322249969286,2014,secondary_school,211011449
2,HAILEYBURY COLLEGE - BRIGHTON CAMPUS,-37.9304499921358,145.006979991314,2014,secondary_school,208011172
3,HAILEYBURY GIRLS COLLEGE - BERWICK CAMPUS,-38.0435799965588,145.363909979502,2014,secondary_school,212021293
4,DE LA SALLE COLLEGE,-37.8576599934144,145.032189991875,2014,secondary_school,208041194
5,BROOKSIDE P-9 COLLEGE,-37.7463700016125,144.736539982236,2014,secondary_school,213041463
6,CORNISH COLLEGE,-38.0491799946282,145.1487699785,2014,secondary_school,212041566
7,BENDIGO SENIOR SECONDARY COLLEGE - NETSCHOOL CAMPUS,-36.7592700021182,144.280520007644,2014,secondary_school,202011018
8,ANTONINE COLLEGE - ST JOSEPH CAMPUS,-37.7411800035691,144.94273998906,2014,secondary_school,206011109
9,ST PETERS COLLEGE - ST PETERS COLLEGE WEST CAMPUS,-38.1083999984892,145.256869983996,2014,secondary_school,212031304
10,SACRED HEART COLLEGE,-36.0086599986268,146.009199932809,2014,secondary_school,216021414
11,MCCLELLAND SECONDARY COLLEGE - CAMP MAHAIKAH,-36.9244000102909,146.279299977895,2014,secondary_school,204021064
12,CHRISTIAN COLLEGE HIGHTON - MAIN CAMPUS,-38.1852300101292,144.313079984761,2014,secondary_school,203021042
13,CAREY BAPTIST GRAMMAR SCHOOL - KEW CAMPUS,-37.8147699872217,145.047820011842,2014,secondary_school,207011521
14,MELBOURNE GIRLS GRAMMAR - MERTON HALL CAMPUS,-37.8316799970061,144.984809969941,2014,secondary_school,206041125
15,GEELONG GRAMMAR SCHOOL - MAIN CAMPUS,-38.0687999950813,144.399079969893,2014,secondary_school,203021486
16,BALLARAT CLARENDON COLLEGE - MAIN CAMPUS,-37.5596400012631,143.833659980016,2014,secondary_school,201011002
17,FLINDERS CHRISTIAN COMMUNITY COLLEGE - CARRUM DOWNS CAMPUS,-38.1168799972685,145.180899967374,2014,secondary_school,214011370
18,FIRBANK GRAMMAR SCHOOL,-37.9584699919438,145.016239980636,2014,secondary_school,208011173
19,FIRBANK GRAMMAR SCHOOL,-37.9077799913324,144.997299999477,2014,secondary_school,208011169
20,SHEPPARTON CHRISTIAN COLLEGE LTD,-36.3538499925395,145.415979993751,2014,secondary_school,216031416
21,VICTORY LUTHERAN COLLEGE,-36.1159899645916,146.847620041656,2014,secondary_school,204031073
22,TOORAK COLLEGE,-38.1722499975698,145.093469974596,2014,secondary_school,214021381
23,MARYBOROUGH EDUCATION CENTRE - BALACLAVA ROAD CAMPUS,-37.0421499990099,143.722869977467,2014,secondary_school,201031016
24,BARBARA TOLSON CENTRE  MELBOURNE GIRLS GRAMMAR,-37.8308399970728,144.98585997085,2014,secondary_school,206041125
0,ST ANNES RESERVE,-38.316030071024,144.344959991281,2016,park,203031053
1,JAN JUC CREEK RESERVE,-38.3451300813917,144.302229992789,2016,park,203031053
2,BARCLAY PARK ,-37.7142400013817,145.102819975291,2016,park,209011197
3,DESTINATION PARK,-37.6147400011694,144.889719970863,2016,park,210051246
4,MILDURA SKATE PARK,-34.1843400233259,142.166359987948,2016,park,215021469
5,HARMONY SQUARE,-37.9885099967375,145.213519979898,2016,park,212041563
6,JACK GREVILLE PARK,-37.578419995354,143.864629992765,2016,park,201011483
7,JOHN MCMAHON RESERVE,-37.574229994954,144.757459997994,2016,park,210041240
8,TRUSCOTT RESERVE,-37.7096300008859,144.935600009708,2016,park,210031535
9,MAYFIELD PARK,-37.991959992035,145.101829974018,2016,park,208031193
10,BOB PETTITT RESERVE,-38.3483700858732,144.294029983903,2016,park,203031053
11,BURT-KUR-MIN RESERVE,-37.5965100016657,144.898679971278,2016,park,210051443
12,JOHN VANDELOO RESERVE,-37.7158200028576,144.919959995745,2016,park,210031537
13,FIDDLERS GREEN,-38.3837599828336,142.237429963242,2016,park,217041478
14,Douglas Maggs Reserve,-37.7880399976085,145.258339988279,2016,park,211031451
15,DORSET GOLF,-37.805409998627,145.300129979119,2016,park,211031450
16,THOMAS MILLETT PARK,-37.5979099997666,144.707979977003,2016,park,210041540
17,JUNCTION SQUARE,-36.1200799446383,146.88733007879,2016,park,204031492
18,RINGWOOD GOLF,-37.8349999963911,145.222229977354,2016,park,211031266
19,NOWINGI PLACE,-34.1852000205282,142.169829973346,2016,park,215021469
20,BILL MINNS ROTUNDA,-38.0284099963861,145.348489968893,2016,park,212021293
21,NICOLA DAVIS CONSERVATION RESERVE,-37.632070000015,145.075880006897,2016,park,209041435
22,WANGARATTA LIONS PARK,-36.3598999842053,146.313849970308,2016,park,204021066
23,REMEMBRANCE PARK,-37.9556199972491,145.551949981602,2016,park,212011289
0,WESTERN HEIGHTS SECONDARY COLLEGE - VINES ROAD CAMPUS,-38.1228799967922,144.32896997953,2015,secondary_school,203021040
1,CHRISTADELPHIAN HERITAGE COLLEGE MELBOURNE,-37.8594699975061,145.322249969286,2015,secondary_school,211011449
2,HAILEYBURY COLLEGE - BRIGHTON CAMPUS,-37.9304499921358,145.006979991314,2015,secondary_school,208011172
3,HAILEYBURY GIRLS COLLEGE - BERWICK CAMPUS,-38.0435799965588,145.363909979502,2015,secondary_school,212021293
4,DE LA SALLE COLLEGE,-37.8576599934144,145.032189991875,2015,secondary_school,208041194
5,BROOKSIDE P-9 COLLEGE,-37.7463700016125,144.736539982236,2015,secondary_school,213041463
6,CORNISH COLLEGE,-38.0491799946282,145.1487699785,2015,secondary_school,212041566
7,BENDIGO SENIOR SECONDARY COLLEGE - NETSCHOOL CAMPUS,-36.7592700021182,144.280520007644,2015,secondary_school,202011018
8,ANTONINE COLLEGE - ST JOSEPH CAMPUS,-37.7411800035691,144.94273998906,2015,secondary_school,206011109
9,ST PETERS COLLEGE - ST PETERS COLLEGE WEST CAMPUS,-38.1083999984892,145.256869983996,2015,secondary_school,212031304
10,SACRED HEART COLLEGE,-36.0086599986268,146.009199932809,2015,secondary_school,216021414
11,MCCLELLAND SECONDARY COLLEGE - CAMP MAHAIKAH,-36.9244000102909,146.279299977895,2015,secondary_school,204021064
12,CHRISTIAN COLLEGE HIGHTON - MAIN CAMPUS,-38.1852300101292,144.313079984761,2015,secondary_school,203021042
13,CAREY BAPTIST GRAMMAR SCHOOL - KEW CAMPUS,-37.8147699872217,145.047820011842,2015,secondary_school,207011521
14,MELBOURNE GIRLS GRAMMAR - MERTON HALL CAMPUS,-37.8316799970061,144.984809969941,2015,secondary_school,206041125
15,GEELONG GRAMMAR SCHOOL - MAIN CAMPUS,-38.0687999950813,144.399079969893,2015,secondary_school,203021486
16,BALLARAT CLARENDON COLLEGE - MAIN CAMPUS,-37.5596400012631,143.833659980016,2015,secondary_school,201011002
17,FLINDERS CHRISTIAN COMMUNITY COLLEGE - CARRUM DOWNS CAMPUS,-38.1168799972685,145.180899967374,2015,secondary_school,214011370
18,FIRBANK GRAMMAR SCHOOL,-37.9584699919438,145.016239980636,2015,secondary_school,208011173
19,FIRBANK GRAMMAR SCHOOL,-37.9077799913324,144.997299999477,2015,secondary_school,208011169
20,SHEPPARTON CHRISTIAN COLLEGE LTD,-36.3538499925395,145.415979993751,2015,secondary_school,216031416
21,VICTORY LUTHERAN COLLEGE,-36.1159899645916,146.847620041656,2015,secondary_school,204031073
22,TOORAK COLLEGE,-38.1722499975698,145.093469974596,2015,secondary_school,214021381
23,MARYBOROUGH EDUCATION CENTRE - BALACLAVA ROAD CAMPUS,-37.0421499990099,143.722869977467,2015,secondary_school,201031016
24,BARBARA TOLSON CENTRE  MELBOURNE GIRLS GRAMMAR,-37.8308399970728,144.98585997085,2015,secondary_school,206041125
25,OAKWOOD SCHOOL - CAULFIELD PARK COMMUNITY CAMPUS,-37.8739799906514,145.034169965748,2015,secondary_school,208021177
26,Turning Point Campus,-38.681949986797,143.382959993836,2015,secondary_school,217031476
27,The Geelong College Middle School Campus,-38.1444599976974,144.325519996864,2015,secondary_school,203021046
28,HAZEL GLEN COLLEGE ,-37.5988700010483,145.122909958413,2015,secondary_school,209041527
0,Bunjils Nest,-38.2255400212871,144.326949991053,2020,park,203021487
1,Baillie Reserve,-38.1507499978885,146.479949976328,2020,park,205041098
2,DEXTERS BUSH,-37.8352499972447,145.248889977701,2020,park,211031267
3,BAUM PARK,-38.2106200177187,144.304469975605,2020,park,203021487
4,ANZAC PARK,-38.3736199969301,145.12428996281,2020,park,214021379
5,CARMEL EDMENDS RESERVE,-37.5698199992636,144.717959958268,2020,park,210041541
6,BESWICKE SQUARE,-37.82285998943,145.035559998087,2020,park,207011520
7,BERBERT PARK,-37.794420000081,144.886709989017,2020,park,213031348
8,Lewin Reserve,-37.8491999916042,145.050279991654,2020,park,207011150
9,Djila Tjarri Park,-38.3077500595617,144.323499989968,2020,park,203031053
10,SHERWOOD PARK,-36.3743300082455,145.338450005274,2020,park,216031415
11,COFFEE PALACE PARK,-37.057539971197,142.777660024936,2020,park,215011392
12,GREATER DANDENONG BASEBALL PAVILION,-37.9856299977512,145.228379978624,2020,park,212041563
13,ALF WALKER PAVILION,-37.7605600033084,144.98105999132,2020,park,206011106
14,Fred Cook Reserve,-38.1823099997261,144.473839964678,2020,park,203021044
15,Angela Potts Park,-37.5893700005695,144.70583996728,2020,park,210041540
16,Sherbrook Park,-37.8125999969738,145.218219988521,2020,park,211031266
